country,chemical and petrochemical,construction,food and tobacco,iron and steel,machinery,mining and quarrying,non-ferrous metals,non-metallic minerals,paper pulp and print,textile and leather,transport equipment,wood and wood products,other
CI,0.0677586191613384,0.0258482175698972,-0.0329177433819214,0.0584646107178714,0.0001751980831527,0.0085346091174323,0.0007007923326108,-0.07,0.0001751980831527,0.0310151314439851,0.0007007923326108,-0.07,0.0239515270043152
CD,-0.07,0.0302991984305849,-0.07,-0.07,6.274531213143475e-05,0.07,-7.05280782758444e-05,-0.07,-0.0005555104554127,-0.07,-7.05280782758444e-05,0.0001006374239137,0.0298666426523164
DK,-0.0203992795924102,-0.0160978354523418,-0.0108527248594496,-0.0039285745502863,-0.0346319313834086,0.0197077722792765,0.0,0.012441839618197,-0.0647895629144475,5.94762869879872e-05,-0.07,-0.0204364296708743,-0.0094706820742106
DJ,-0.0001982739629759,0.07,-0.000252610620701,-5.9790777163767905e-05,-0.0001926602890953,-0.000322238226795,-9.946734446147908e-05,-0.0002107132986597,-0.000322238226795,-0.000322238226795,-9.946734446147908e-05,-0.0003064352292251,0.07
DM,-6.130976845819536e-06,0.022803085225875,5.555467172198754e-06,-1.9673211388800127e-05,3.5612396997550255e-05,-1.166936677704511e-06,-6.965881252390949e-05,-1.9035804262532152e-05,-1.166936677704511e-06,-1.166936677704511e-06,-6.965881252390949e-05,-4.037316291902182e-05,0.0228132869127974
DO,0.0122956293482534,0.0127441774829027,0.0142225085955584,0.0002460030941884,0.000157267556022,-0.0074634018179009,-0.0001408640586062,0.0410844285440149,0.0213515469783327,-0.0615210560407746,-0.0001408640586062,2.750589268840642e-05,0.0129450028397847
EC,2.2186207531627033e-05,0.0247735827832846,0.0026323801866305,0.0016328940367578,-8.433221695153259e-05,2.7732759414533792e-05,0.0,0.0060702664657086,2.7732759414533792e-05,2.7732759414533792e-05,0.0,5.5465518829067584e-05,0.0246877359291601
EG,8.27900199257603e-05,-0.0078287474307734,0.0004047894395294,0.0548097915787627,0.0003711524057033,-1.4279893076327156e-05,0.0009074424765619,0.0629474006160534,-1.4279893076327156e-05,-1.4279893076327156e-05,0.0009074424765619,0.0004537212382809,-0.0209359992323075
SV,-0.0063709508112309,-0.0242477479807306,-0.0055579684407544,-0.07,-0.0087221216020807,-0.0080858189924089,0.0001897921894056,-0.0041757498732978,-0.0080858189924089,-0.0080858189924089,0.0001897921894056,-0.0165818917295171,0.0033290777424445
GQ,-0.0003839755355184,-0.0106313895416254,-0.0002035673240813,-0.0003212453247588,-0.0002578621826803,-0.0004065484759862,-0.000666448768807,-0.0001718195396491,-0.0004065484759862,-0.0004065484759862,-0.000666448768807,-0.0007689299040149,-0.0106313895416254
ER,-9.182967044715216e-05,-0.0065376305029968,-0.0001075734796951,-9.477104986561902e-06,-6.526438916085175e-05,-0.0001756047841893,-8.136929126478787e-05,-0.0001038527083778,-0.0001756047841893,-0.0001756047841893,-8.136929126478787e-05,-0.0002455990495536,-0.0061782095177075
EE,-0.0677836110720327,-0.030959208267756,-0.0335031027754358,0.07,-0.0238926502148296,-0.0651879992561974,-0.07,-0.056334134856005,-0.0267839565589824,-0.025529618285555,-0.0182632565117106,0.0028029228798554,-0.0271467237826011
SZ,-0.000238949819409,0.0262819955968208,-0.0067649579136081,-6.267177294290438e-05,-0.000539132972588,0.0304212750635893,-8.939184207829021e-05,-0.0005997155668899,-0.0699002768250575,-0.07,-8.939184207829021e-05,0.07,0.0265556038352995
ET,-0.0070597998897114,0.0444521878885264,-0.0058116159127237,-0.008399113441934,-0.0088721861232582,-0.0088061998533064,-0.0348130012375872,0.0699999999999999,-0.0088061998533064,-0.0088061998533064,-0.0348130012375872,-0.017561817418002,0.0446071762776315
FO,-0.000139111839056,0.0450621921279353,-0.0001356088739427,-0.0001086650656227,-0.0001547735648462,-0.0001636875418319,-7.758432236243396e-05,-0.00012336358955,-0.0001636875418319,-0.0001636875418319,-7.758432236243396e-05,-0.0001460620729091,0.0452427497963966
FK,-5.871156660078869e-05,0.0018231584235504,-3.5609893507371204e-05,-8.651691634202485e-05,-1.901932281193897e-05,-3.262936914573411e-05,-7.607729124775586e-05,-4.591122556606153e-05,-3.262936914573411e-05,-3.262936914573411e-05,-7.607729124775586e-05,-3.803864562387793e-05,0.0018231584235504
FJ,-0.0061288245787613,-0.0118160282364247,-0.009877380741262,-0.0075781512356114,-0.0084951485958264,-0.0078818210269609,-0.0348139475286573,-0.0145241164606888,-0.0078818210269609,-0.0078818210269609,-0.0348139475286573,-0.0172864703579255,-0.0118761893480499
FI,0.0304660290421263,-0.0075886510630189,0.009381973446577,0.0524430153924255,0.0068919080698946,0.0171500093323561,-0.0171590727726775,-0.0006037423159706,-0.0260964266252229,-0.0527850994106938,0.07,0.0180640629923196,-0.0181817289817379
