country,chemical and petrochemical,construction,food and tobacco,iron and steel,machinery,mining and quarrying,non-ferrous metals,non-metallic minerals,paper pulp and print,textile and leather,transport equipment,wood and wood products,other
BJ,-0.07,0.0549076345760963,0.0591133514476481,-0.07,-0.07,-0.07,0.0097492855645304,0.0649118383984894,0.0024373213911326,-0.0461535213212638,0.0097492855645304,-0.07,0.057193157117227
BM,-0.0001480094830224,-0.0405784491681869,0.0033009491871136,-0.0003556266748869,0.000164802540591,6.693618108280508e-05,-8.936991716723686e-05,0.0043959910711606,6.693618108280508e-05,6.693618108280508e-05,-8.936991716723686e-05,-4.468495858361843e-05,-0.0405784491681869
BT,0.0023439645199146,0.0181236017912053,-9.40643030105844e-05,0.0045461835843694,3.5679205500710465e-05,-0.0001614148459935,-8.930540658336206e-05,-9.465194115784724e-05,-0.0001614148459935,-0.0001614148459935,-8.930540658336206e-05,-0.000322829691987,0.0186094276135163
BO,-6.99765352729087e-05,0.0075335382005233,0.0001556661227992,1.5081734728701612e-05,8.480486726636371e-05,-0.0001558795456377,0.0001335148650951,9.706297605985292e-05,-0.0001558795456377,-0.0001558795456377,0.0001335148650951,7.101990916125178e-05,0.0076317252933733
BQ,0.0008655313700691,0.020768943545256,-0.0002245656774784,0.0018734357178299,-0.0002763013702062,-0.0002641248051259,-0.0001209170820702,-0.0001908763050894,-0.0002641248051259,-0.0002641248051259,-0.0001209170820702,-0.0003106220523964,0.021257157838357
BA,0.0499795763014433,-0.0091018212671639,0.0589752083355969,-0.0265063812043014,0.0063339917302015,0.0199878648500982,0.0311412181302239,0.0198612639696959,0.0142168757721416,0.0301891111683797,-0.0383597787710766,0.0481281169196934,0.0022225777913647
BW,-0.0081202406544874,-0.0057356915206185,-0.0075601731425001,-0.0081215732009119,-0.000214717791536,-0.0502450617775827,0.0,-0.0081234121424511,-0.0027837323595776,-0.0082142190467674,0.0,-0.008122254286656,-0.0076464946249432
BR,0.0001469115024452,-0.0021438913679008,0.0698557439317856,0.0176181768864361,-0.0011971543270096,0.07,0.07,0.0698174245816025,0.07,0.0699386458919101,-0.0001010869369317,-0.0009617566332133,-0.00496931414566
VG,0.0006433435846747,-0.07,-3.6052347304564112e-06,0.0011574216400743,3.973509331126057e-05,4.005998261169541e-05,-8.070656337721971e-05,-2.2400085727694585e-05,4.005998261169541e-05,4.005998261169541e-05,-8.070656337721971e-05,-4.0353281688609854e-05,-0.07
BN,0.07,0.0621633174425169,0.0032932166046412,-0.0002713940213205,0.0049860357992602,-2.483531859567845e-05,0.0,0.002452439748948,-2.483531859567845e-05,-2.483531859567845e-05,0.0,0.0002726857277267,-0.0280021488024417
BG,-0.0382635846202175,-0.0017292931578405,0.0051512786275928,0.0094778072265517,0.0086724816101133,0.042302152232264,0.069177068860067,0.021372906197351,-0.0293320795439222,-0.0269734523646948,-0.0021459673366325,0.0221494249460543,0.0091705224569705
BF,-4.4979641864451025e-05,0.0565993501806294,0.0425093622452557,-8.777124432489403e-05,-0.0001941501461649,0.07,-8.303717470814487e-05,-0.07,-5.4606045708505135e-06,-5.4606045708505135e-06,-8.303717470814487e-05,8.722397582155983e-05,0.0574743197197586
BI,-0.0017251747844457,0.0131996527346985,0.0019548405536853,-0.0030382801867793,0.0025445134554032,-0.0002046216743699,-8.380641495170371e-05,0.001446153570766,-0.0002046216743699,-0.0002046216743699,-8.380641495170371e-05,-0.0004287337142069,0.0137743534385897
CV,-0.000803468926072,0.0456159580403341,-0.0006561070201813,-0.0005109828050972,-0.0001002608970884,-0.0010043361575901,-9.16339703010416e-05,-0.0005128461083501,-0.0010043361575901,-0.0010043361575901,-9.16339703010416e-05,4.8443414311927224e-06,0.0455100241907742
KH,-0.0006844734008641,0.0551441017384301,-0.0008981636037028,-0.0004441226512407,-0.0012568670048497,-0.0008494989532389,-7.505800746815394e-05,-0.0006932937763227,-0.0008494989532389,-0.0008494989532389,-7.505800746815394e-05,-0.001045193317868,0.0551441017384301
CM,0.0143595258135615,0.0316294100174426,0.0184002382308741,0.0202220503912549,-0.0001254755295076,0.07,-7.933771424134539e-05,0.0232256217618329,0.0004494072669519,0.0301228016859409,-7.933771424134539e-05,-3.9668857120672696e-05,0.0319560015304665
CA,-0.0215718789344685,0.0083567773468385,0.0624086889212004,-0.0046031610630294,-0.0399454586205432,0.033770894555992,0.0450120074623328,0.0284419984865508,0.0142672701173952,-0.0591104290559778,0.0323389244732983,0.0383419519875774,0.019928224534808
KY,-8.72816333366222e-05,0.0010176087159574,-0.0001741631129614,-0.0001446219274151,-0.0002243417181863,-2.993824795148592e-05,-6.69348557820193e-05,-0.0001494722730088,-2.993824795148592e-05,-2.993824795148592e-05,-6.69348557820193e-05,-3.346742789100965e-05,0.0010176087159574
CF,-0.0004553370909879,0.0473407620857591,-0.0007232423921926,-0.0003540099749708,-0.000708384021419,-0.0005112226287891,-7.843538714230602e-05,-0.0005666556239489,-0.0005112226287891,-0.0005112226287891,-7.843538714230602e-05,-3.921769357115301e-05,0.0473407620857591
TD,-0.0046564431758934,0.0182021885707817,-0.0001313403598424,-0.0084772638487152,6.701215294920015e-05,-0.0002632934292289,-8.366336809711994e-05,-0.0001204991544522,-0.0002632934292289,-0.0002632934292289,-8.366336809711994e-05,-4.183168404855997e-05,0.0182021885707817
CL,-0.0097009751262667,0.0230578783897155,-0.048804067297203,-0.0186431382975919,0.0,0.0222944075244706,0.0,0.0096068148165219,0.0232183475491926,0.0002441998897197,0.0,0.0,0.0243436872443043
CN,0.059650442316489,0.0548068487297322,-0.0599350551810136,0.0441081706846565,-0.07,-0.0105361021076857,0.0009263695933542,-0.002486071849591,-0.0520782463629046,-0.07,0.0009263695933542,0.0004631847966771,0.0559415998491319
HK,0.0049379356057335,0.0109584737148665,0.0042366008182725,0.0030777364216239,0.0023919355698778,0.0061724195071669,-9.971822735366231e-05,0.003155393089795,0.0061724195071669,0.0061724195071669,-9.971822735366231e-05,0.0047378314760565,0.0025409834059213
MO,-0.0006532113108206,0.0021383437734391,-0.0008366014722781,0.0001586358703533,-0.0007593736270949,-0.0013949684894199,-0.003178499847172,-0.0006461530135929,-0.0013949684894199,-0.0013949684894199,-0.003178499847172,-0.001691199316136,0.0079404807820929
CO,-0.0699076820689949,-0.0089011374058587,0.0074457726021453,-0.0162212382312916,-0.0699999999999999,-0.0110277196248488,0.07,0.0278348892492931,-0.0042344605650959,-0.0639405341959857,-0.07,-0.0328921847213999,0.0031072834552003
KM,-0.000560274688537,0.0291893391203926,-0.0004602184336635,-0.0003916906674906,-2.106950163070775e-05,-0.000668101214874,-6.693846024125039e-05,-0.0003677211161747,-0.000668101214874,-0.000668101214874,-6.693846024125039e-05,-4.213900326141551e-05,0.0291893391203926
CG,-0.0011325485253023,-0.0459552646325878,-0.0496969850785468,-0.0011162789430788,-0.0005737291288923,-0.0010170832074487,-8.172424419261581e-05,-0.0005652461334561,-0.0010170832074487,-0.0010170832074487,-8.172424419261581e-05,0.0235059661569068,-0.0459552646325878
CK,0.0003369368259047,0.0001424192762565,-9.619276513355332e-05,0.0007236503322175,-0.0001601387134458,-0.0001022227778293,-9.702480823337024e-05,-9.464950055737552e-05,-0.0001022227778293,-0.0001022227778293,-9.702480823337024e-05,-0.0002751018764294,0.0002607620184487
CR,-0.0688128796210329,0.0025490080973015,-0.0565141575847885,-0.010600039186062,-0.0132637959562249,-0.07,-0.0348114543909256,-0.0087019691795966,-0.047726337838898,-0.0585975035398962,-0.0348114543909256,-0.07,0.0071771503122694
HR,-0.0638942262903993,0.0074909169302273,-0.0010230229233103,0.0326780098231782,0.0287619053596648,-0.0231540568663942,0.07,0.0248493878047336,0.0416480947633883,-0.0172441274573721,-0.0104063008548796,0.0317742788146288,0.0247192357347038
CU,-0.0007181946623118,-0.0601591072932501,-0.0632342597159065,0.0261814616734668,-0.0004532396387577,-0.0465531804755385,-0.0009182740442656,-0.0005075728677106,-0.0008977433278898,-0.0008977433278898,-0.0009182740442656,-0.0005711353567106,-0.0608870364246768
CW,-0.0002729467360108,-0.0063708947192057,-0.0003498859063294,-0.0003877487724085,-0.0005785861668814,-0.0001787643507575,-0.0005796296629449,-0.0003419599345191,-0.0001787643507575,-0.0001787643507575,-0.0005796296629449,-0.0008591571770555,-0.0056661341823134
CY,0.029225056396351,0.0081071589727612,0.0143432052250182,0.0378742038478269,0.0030146761559247,0.0126326411944387,-0.0348083494368416,-0.0077606668955111,-0.0232855394886198,-0.0263236135576383,-0.0348083494368416,0.0216308878594302,0.0047075063059239
CZ,0.0216691974927178,-0.0007976847045145,-0.0068527445839241,-0.0238677250514639,0.0002355394555051,-0.0263582384376374,0.024190555375197,0.0009526807720148,0.0149608310589396,0.0578791141209041,0.0169300053366285,-0.0276503993383489,0.0013562238855818
