country,total residential space,total residential water,electricity residential,total services space,total services water,total road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,total international navigation,services electricity,agriculture electricity,agriculture oil,residential oil,residential biomass,residential gas,agriculture biomass,services oil,services biomass,services gas,residential heat oil,residential heat biomass,residential heat gas,other electricity,other oil,other gas,other biomass,other heat
PG,0.0181160018650434,0.0181160018650434,-0.0006232810089605,0.0255706162168084,0.0255706162168084,0.0088864688280221,-0.002,-0.002,0.0482978600738592,0.0153577751871788,-0.0008214228591712,-0.0103874787703441,0.068,0.0420884579858049,0.0015603897296692,0.072,0.0127338586111962,-0.0303858530160659,0.0126377923835692,0.0540305254997306,0.0126377923835692,-0.0323858530160659,0.072,0.0127338586111962,-0.0303858530160659,0.0163229142750523,0.0291342179055875,-0.0323858530160659,0.0127338586111962,-0.0297510860014887
PY,-0.0097440277069463,-0.0097440277069463,0.0451533329850247,0.0007563277357731,0.0007563277357731,0.0487472813433706,-0.0023692830188535,-0.0023692830188535,0.0048286151991925,0.049927023141306,-0.001136762115951,0.0005834587199605,0.0449123807886746,0.0002001225385167,-0.0006242435637293,0.0021070878505534,-0.0332525469898324,0.0019133760184399,0.0,-0.07,0.0281995541359778,-8.662398156000783e-05,0.0021070878505534,-0.0332525469898324,0.0019133760184399,0.0417153527524741,-0.0052214632368591,-8.662398156000783e-05,0.0020806659886376,-8.016445895370206e-05
PE,0.0390781438696401,0.0390781438696401,0.0250418581410535,0.0130218259768948,0.0130218259768948,0.0623600315813534,0.068,0.068,0.072,-0.0410134909400252,0.0405629818721217,0.0406863348435368,0.009319337792667,0.0417615988292218,0.0060846729492865,0.0112397003409385,0.0339947312679819,0.072,-0.0095222610917127,-0.0298541104510685,0.042272838741624,0.030349237824357,0.0112397003409385,0.0339947312679819,0.072,0.0253445091809408,0.0009101394501592,0.0447772542043906,0.0307320304702758,0.07
PH,0.0167690075105301,0.0167690075105301,0.0526027581202811,0.0198720751870296,0.0198720751870296,0.0298634558921683,-0.072,-0.072,-0.0207736008923025,0.0114648689468566,0.0127655580279637,-0.0334995126200506,0.0120718296896048,0.07,0.0228914706681422,0.0507390975976005,0.0009660738672228,-0.0013981489332329,-0.0010970991233919,0.0674523751228644,0.0033622448688822,-0.0033981489332329,0.0507390975976005,0.0009660738672228,-0.0013981489332329,0.0397567480818821,0.0530188847350267,-0.07,0.0002936633292483,-0.0001061256618023
PL,0.0252007987483648,0.0252007987483648,0.0070627602540598,-0.0057333854913386,-0.0057333854913386,0.0458307756414491,-0.0134798038016155,-0.0134798038016155,0.0558787126292956,0.0719952090336225,-0.07,0.0518398432216049,0.0154138260378857,0.0171108045318741,0.0266480075532651,-0.0025530863394665,0.0559237584102272,0.0222317241743337,-0.0111530503237732,-0.0044121720324669,-0.0097501005940531,-0.0241850953767203,-0.0025530863394665,0.0559237584102272,0.0222317241743337,0.0167168451224315,0.0154275177829507,0.0103032637410728,0.0384193801709067,-0.0150477989547077
PT,0.0007510187295347,0.0007510187295347,-0.0196818811811427,-0.0028295442374038,-0.0028295442374038,-0.0038866565830534,-0.0485455839146941,-0.0485455839146941,0.0284292503366356,0.056695780839111,-0.0594199078735329,0.0038196543791173,-0.0416769313645914,-0.0086466730901364,-0.0102837474014325,-0.0385218273105841,0.0355952904335864,0.005179593065602,-0.0284599265779179,-0.0046625869058994,0.0393437974217396,-0.004322456100864,-0.0385218273105841,0.0355952904335864,0.005179593065602,0.0032094574579052,-0.0257271704403393,0.0077547081665165,0.0374133645981112,-0.0204557306916056
PR,0.0013390115522505,0.0013390115522505,0.0091134608098849,-0.0049973314103429,-0.0049973314103429,4.909817425235996e-05,-0.002047377428919,-0.002047377428919,0.0019208340213845,0.0024062400371894,-5.843201069172243e-05,0.0004062400371894,-0.019750708046734,-0.0092780415159007,5.145144798293644e-05,0.0021794313041352,-8.349695999670947e-05,0.0019211003126132,-9.724252065479444e-05,-6.247538659624279e-05,-9.724252065473892e-05,-7.889968738672426e-05,0.0021794313041352,-8.349695999670947e-05,0.0019211003126132,-0.008423782922758,6.372614542450205e-05,-7.889968738672426e-05,-8.807881354940446e-05,-5.827215230436167e-05
QA,0.0085525686374925,0.0085525686374925,0.0529091653935734,0.0104483747628649,0.0104483747628649,0.0168093717247672,-0.001679663746931,-0.001679663746931,0.0018810971993429,0.0124519882278808,8.416008800624097e-05,0.0,0.0509095215498457,-0.000384458447815,3.0429253180433435e-05,0.0171850797670869,0.0063127845518558,0.0021598415935347,0.0,-0.0092758640919207,0.0,0.0001598415935347,0.0171850797670869,0.0063127845518558,0.0021598415935347,0.0431124365965127,0.0151850797670869,0.07,0.0063127845518558,-0.000156683993632
MD,-0.0055569011068073,-0.0055569011068073,0.0119192559795238,-0.0140389670899954,-0.0140389670899954,0.0452151802906067,-0.0668087521496813,-0.0668087521496813,0.0096791001842146,0.072,-0.07,0.0005061019922851,0.0266932745452659,0.0588860746781097,0.0695949185703656,-0.0206964627283469,0.0040093984100293,1.6360997895535287e-05,-0.0645609273362192,-0.07,0.0262892256012757,-0.0391383685065236,-0.0206964627283469,0.0040093984100293,1.6360997895535287e-05,0.0137771161167104,0.0421541673899925,-0.0082777204057363,0.0042832735152453,-0.0246900759665148
RO,0.0142526944576151,0.0142526944576151,0.0207247089769413,0.0186120614738121,0.0186120614738121,0.0317566774375696,-0.0228065149017064,-0.0228065149017064,0.038786795902181,-0.0488526096221138,0.0214873629211129,-0.0194218757287522,0.0112540749726186,-0.0366312357586365,0.0364423120209859,0.027447735206953,0.0043362785815095,0.0109740695843828,-0.07,0.0012226934834767,0.0617125033016351,0.0002589741375181,0.027447735206953,0.0043362785815095,0.0109740695843828,0.0239709221027808,0.0449767853944455,0.0102486558947286,0.0029463096713621,-0.0348138919895449
