,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID
0,Pumpspeicherkraftwerk Erzhausen,Hydro,Pumped Storage,Store,DE,194.33756805807622,0.75,4.681818181818182,0.0,0.0,0.0,1964.0,1964.0,2064.0,51.898567,9.924888,{nan},"{'MASTR': {'MASTR-SEE958882764216'}, 'ENTSOE': {'11WD2ERZH0002682'}, 'GEM': {'G601739'}, 'GHPT': {'G601739'}, 'JRC': {'JRC-H208'}, 'OPSD': {'BNA0558'}}"
1,Gud Herne,CCGT,CCGT,CHP,DE,1290.3142071123082,0.4575,,0.0,0.0,0.0,1963.0,2013.0,2018.0,51.5490505,7.183655,"{nan, nan}","{'MASTR': {'MASTR-SEE948351715917', 'MASTR-SEE945908806647'}, 'BEYONDCOAL': {'BEYOND-DE-128'}, 'ENTSOE': {'11WD7HERN2S--KWU'}, 'GEM': {'L100000101942'}, 'GGPT': {'L100000101942'}, 'OPSD': {'BNA0450'}}"
2,Presenzano,Hydro,Pumped Storage,Store,IT,585.897603195739,,15.0,0.0,0.0,0.0,1991.0,1991.0,2091.0,41.3854,14.0929,{'26WIMPI-S15PRSN8'},"{'ENTSOE': {'26WIMPI-S15PRSN8'}, 'GEM': {'G602246'}, 'GGPT': {'L100000401437'}, 'GHPT': {'G602246'}, 'JRC': {'JRC-H14'}, 'OPSD': {'OEU-1347'}}"
3,Staudinger,CCGT,CCGT,CHP,DE,1307.6416136536552,0.3597,,0.0,0.0,0.0,1965.0,1977.0,1982.0,50.088056,8.952222,"{nan, nan}","{'MASTR': {'MASTR-SEE929161243203', 'MASTR-SEE988182827533'}, 'BEYONDCOAL': {'BEYOND-DE-108'}, 'ENTSOE': {'11WD2STAU0001800'}, 'GEM': {'L100000101908'}, 'GGPT': {'L100000101908'}, 'OPSD': {'BNA0374'}}"
4,Rheinkraftwerk Albbruck Dogern Radag,Hydro,Run-Of-River,PP,DE,908.5084740525592,0.8,,0.0,0.0,0.0,1898.0,2010.0,2110.0,47.5889855,8.142102000000001,"{nan, nan, nan, nan}","{'MASTR': {'MASTR-SEE901440918859', 'MASTR-SEE991917215321', 'MASTR-SEE934395809149', 'MASTR-SEE900600559253'}, 'ENTSOE': {'11WD4KWRHF5-S--Z'}, 'GEM': {'G604129'}, 'GHPT': {'G604129'}, 'JRC': {'JRC-H884'}, 'OPSD': {'BNA0835'}}"
5,Pfreimd,Hydro,Pumped Storage,PP,DE,108.82903811252268,0.7519303557910674,,0.0,0.0,0.0,1952.0,1958.0,2058.0,49.53563925,12.28376725,"{nan, nan, nan, nan}","{'MASTR': {'MASTR-SEE968359064886', 'MASTR-SEE935182416977', 'MASTR-SEE942667598431', 'MASTR-SEE930411510563'}, 'GEM': {'G601755'}, 'GHPT': {'G601755'}, 'JRC': {'JRC-H2098', 'JRC-H532', 'JRC-H1178'}, 'OPSD': {'BNA0946b', 'BNA0946a', 'BNA0946c', 'BNA0953'}}"
6,Villarodin,Hydro,Reservoir,Store,FR,698.9776505006586,,1932.4929971988795,0.0,0.0,0.0,1968.0,1968.0,2068.0,45.2128,6.7164,{'17W100P100P0300X'},"{'ENTSOE': {'17W100P100P0300X'}, 'GEM': {'G601708'}, 'GHPT': {'G601708'}, 'JRC': {'JRC-H114'}, 'OPSD': {'OEU-252'}}"
7,Strasbourg,Hydro,Run-Of-River,PP,FR,289.38066314845196,,,0.0,0.0,0.0,1969.0,2016.0,2116.0,48.5256,7.7966,{'17W100P100P0308H'},"{'ENTSOE': {'17W100P100P0308H'}, 'GEM': {'G601706'}, 'GHPT': {'G601706'}, 'JRC': {'JRC-H339'}, 'OPSD': {'OEU-228'}}"
8,St Etienne Cantales,Hydro,Reservoir,Store,FR,202.2531969095743,,,0.0,0.0,0.0,1945.0,2016.0,2116.0,44.9453,2.2184,{'17W100P100P02950'},"{'ENTSOE': {'17W100P100P02950'}, 'GEM': {'G601698'}, 'GHPT': {'G601698'}, 'JRC': {'JRC-H501'}, 'OPSD': {'OEU-251'}}"
9,Sisteron,Hydro,Reservoir,Store,FR,469.9009415130478,,,0.0,0.0,0.0,1975.0,2017.0,2117.0,44.2093,5.9186,{'17W100P100P02942'},"{'ENTSOE': {'17W100P100P02942'}, 'GEM': {'G601705'}, 'GHPT': {'G601705'}, 'JRC': {'JRC-H221'}, 'OPSD': {'OEU-250'}}"
10,Serre Poncon,Hydro,Reservoir,Store,FR,751.8415064208765,,1036.7567567567569,0.0,0.0,0.0,1960.0,1960.0,2060.0,44.4709,6.2696,{'17W100P100P02926'},"{'ENTSOE': {'17W100P100P02926'}, 'GEM': {'G601704'}, 'GHPT': {'G601704'}, 'JRC': {'JRC-H97'}, 'OPSD': {'OEU-249'}}"
11,Saussaz,Hydro,Run-Of-River,PP,FR,284.68165373332147,,,0.0,0.0,0.0,1973.0,1973.0,2073.0,45.211,6.475,{'17W100P100P0309F'},"{'ENTSOE': {'17W100P100P0309F'}, 'GEM': {'G601667'}, 'GHPT': {'G601667'}, 'JRC': {'JRC-H341'}, 'OPSD': {'OEU-227'}}"
12,Sarrans,Hydro,Reservoir,Store,FR,358.29946790369894,,,0.0,0.0,0.0,1934.0,1934.0,2034.0,44.828,2.7395,{'17W100P100P02934'},"{'ENTSOE': {'17W100P100P02934'}, 'GEM': {'G601703'}, 'GHPT': {'G601703'}, 'JRC': {'JRC-H267'}, 'OPSD': {'OEU-248'}}"
13,Sainte Croix,Hydro,Reservoir,Store,FR,259.0328940090676,,,0.0,0.0,0.0,1974.0,1974.0,2074.0,43.7375,6.1343,{'17W100P100P0297X'},"{'ENTSOE': {'17W100P100P0297X'}, 'GEM': {'G601699'}, 'GHPT': {'G601699'}, 'JRC': {'JRC-H384'}, 'OPSD': {'OEU-247'}}"
14,Saint Pierre,Hydro,Run-Of-River,PP,FR,436.6162914892069,,,0.0,0.0,0.0,1962.7662337662337,1962.7662337662337,2062.7662337662337,45.3906,2.3663,"{'17W100P100P03299', '17W100P100P0317G'}","{'ENTSOE': {'17W100P100P03299', '17W100P100P0317G'}, 'GEM': {'G601697'}, 'GHPT': {'G601697'}, 'JRC': {'JRC-H203'}, 'OPSD': {'OEU-226'}}"
15,Saint Guillerme,Hydro,Reservoir,Store,FR,227.1187883979731,,,0.0,0.0,0.0,1983.0,1983.0,2083.0,45.029,6.0717,{'17W100P100P0299T'},"{'ENTSOE': {'17W100P100P0299T'}, 'GEM': {'G601695'}, 'GHPT': {'G601695'}, 'JRC': {'JRC-H440'}, 'OPSD': {'OEU-246'}}"
16,Saint Esteve,Hydro,Reservoir,Store,FR,276.0668031389156,,,0.0,0.0,0.0,1963.0,1963.0,2063.0,43.692,5.385,{'17W100P100P0298V'},"{'ENTSOE': {'17W100P100P0298V'}, 'GEM': {'G601694'}, 'GHPT': {'G601694'}, 'JRC': {'JRC-H351'}, 'OPSD': {'OEU-245'}}"
17,Saint Chamas,Hydro,Reservoir,Store,FR,311.30937375239415,,,0.0,0.0,0.0,1966.0,1966.0,2066.0,43.529,5.0741,{'17W100P100P0296Z'},"{'ENTSOE': {'17W100P100P0296Z'}, 'GEM': {'G601693'}, 'GHPT': {'G601693'}, 'JRC': {'JRC-H311'}, 'OPSD': {'OEU-244'}}"
18,Rhinau,Hydro,Run-Of-River,PP,FR,297.6039296249303,,,0.0,0.0,0.0,1963.0,2016.0,2116.0,48.2844,7.6768,{'17W100P100P0304P'},"{'ENTSOE': {'17W100P100P0304P'}, 'GEM': {'G601690'}, 'GHPT': {'G601690'}, 'JRC': {'JRC-H325'}, 'OPSD': {'OEU-225'}}"
19,Revin,Hydro,Pumped Storage,Store,FR,267.15198744569693,,5.573019801980198,0.0,0.0,0.0,1976.0,1976.0,2076.0,49.9276,4.6171,{'17W100P100P02780'},"{'ENTSOE': {'17W100P100P02780'}, 'GEM': {'G601689'}, 'GHPT': {'G601689'}, 'JRC': {'JRC-H29'}, 'OPSD': {'OEU-202'}}"
20,Randens,Hydro,Run-Of-River,PP,FR,243.17373723300224,,,0.0,0.0,0.0,1954.0,1954.0,2054.0,45.5275,6.3208,{'17W100P100P0312Q'},"{'ENTSOE': {'17W100P100P0312Q'}, 'GEM': {'G601688'}, 'GHPT': {'G601688'}, 'JRC': {'JRC-H413'}, 'OPSD': {'OEU-224'}}"
21,Pragneres,Hydro,Reservoir,Store,FR,370.43857555945266,,,0.0,0.0,0.0,1954.0,1954.0,2054.0,42.8205,0.0102,{'17W100P100P02918'},"{'ENTSOE': {'17W100P100P02918'}, 'GEM': {'G601687'}, 'GHPT': {'G601687'}, 'JRC': {'JRC-H257'}, 'OPSD': {'OEU-243'}}"
22,Pouget,Hydro,Reservoir,Store,FR,874.9947115090878,,1.5730337078651686,0.0,0.0,0.0,1951.0,1951.0,2051.0,44.0597,2.7701,{'17W100P100P0290A'},"{'ENTSOE': {'17W100P100P0290A'}, 'GEM': {'G601686'}, 'GHPT': {'G601686'}, 'JRC': {'JRC-H73'}, 'OPSD': {'OEU-242'}}"
23,Pied De Borne,Hydro,Reservoir,Store,FR,214.19651250636431,,,0.0,0.0,0.0,1965.0,1965.0,2065.0,44.4788,3.9858,{'17W100P100P0289W'},"{'ENTSOE': {'17W100P100P0289W'}, 'GEM': {'G601684'}, 'GHPT': {'G601684'}, 'JRC': {'JRC-H471'}, 'OPSD': {'OEU-241'}}"
24,Passy,Hydro,Run-Of-River,PP,FR,203.6237413223207,,,0.0,0.0,0.0,1951.0,1951.0,2051.0,45.917,6.7272,{'17W100P100P0316I'},"{'ENTSOE': {'17W100P100P0316I'}, 'GEM': {'G601683'}, 'GHPT': {'G601683'}, 'JRC': {'JRC-H498'}, 'OPSD': {'OEU-223'}}"
25,Ottmarsheim,Hydro,Run-Of-River,PP,FR,305.43561198348107,,,0.0,0.0,0.0,1952.0,1952.0,2052.0,47.7741,7.5225,{'17W100P100P0306L'},"{'ENTSOE': {'17W100P100P0306L'}, 'GEM': {'G601682'}, 'GHPT': {'G601682'}, 'JRC': {'JRC-H318'}, 'OPSD': {'OEU-222'}}"
26,Oraison,Hydro,Reservoir,Store,FR,366.1311502622498,,,0.0,0.0,0.0,1962.0,1962.0,2062.0,43.9212,5.9253,{'17W100P100P0288Y'},"{'ENTSOE': {'17W100P100P0288Y'}, 'GEM': {'G601680'}, 'GHPT': {'G601680'}, 'JRC': {'JRC-H260'}, 'OPSD': {'OEU-240'}}"
27,Montpezat,Hydro,Reservoir,Store,FR,258.0539337142488,,,0.0,0.0,0.0,1954.0,1954.0,2054.0,43.7514,6.0888,{'17W100B100P0287S'},"{'ENTSOE': {'17W100B100P0287S'}, 'GEM': {'G601679'}, 'GHPT': {'G601679'}, 'JRC': {'JRC-H387'}, 'OPSD': {'OEU-239'}}"
28,Montezic,Hydro,Pumped Storage,Store,FR,300.87661952423787,,40.0,0.0,0.0,0.0,1982.0,1982.0,2082.0,44.7372,2.6432,{'17W100P100P02772'},"{'ENTSOE': {'17W100P100P02772'}, 'GEM': {'G601678'}, 'GHPT': {'G601678'}, 'JRC': {'JRC-H20'}, 'OPSD': {'OEU-201'}}"
29,Monteynard,Hydro,Reservoir,Store,FR,716.5989358073979,,212.8415300546448,0.0,0.0,0.0,1962.0,1962.0,2062.0,44.8722,5.7726,{'17W100P100P02861'},"{'ENTSOE': {'17W100P100P02861'}, 'GEM': {'G601677'}, 'GHPT': {'G601677'}, 'JRC': {'JRC-H105'}, 'OPSD': {'OEU-238'}}"
30,Mareges,Hydro,Run-Of-River,PP,FR,293.6880884456549,,,0.0,0.0,0.0,1935.0,2018.0,2118.0,45.3917,2.3646,{'17W100P100P0328B'},"{'ENTSOE': {'17W100P100P0328B'}, 'GEM': {'G601675'}, 'GHPT': {'G601675'}, 'JRC': {'JRC-H328'}, 'OPSD': {'OEU-214'}}"
31,Marckolsheim,Hydro,Run-Of-River,PP,FR,305.8271961014086,,,0.0,0.0,0.0,1961.0,1961.0,2061.0,48.1537,7.5898,{'17W100P100P0305N'},"{'ENTSOE': {'17W100P100P0305N'}, 'GEM': {'G601674'}, 'GHPT': {'G601674'}, 'JRC': {'JRC-H316'}, 'OPSD': {'OEU-220'}}"
32,Malgovert,Hydro,Reservoir,Store,FR,581.5024151223967,,1370.707070707071,0.0,0.0,0.0,1953.0,1953.0,2053.0,45.6178,6.791,{'17W100P100P02853'},"{'ENTSOE': {'17W100P100P02853'}, 'GEM': {'G601672'}, 'GHPT': {'G601672'}, 'JRC': {'JRC-H149'}, 'OPSD': {'OEU-237'}}"
33,Logis Neuf,Hydro,Run-Of-River,PP,FR,375.52916909251076,,,0.0,0.0,0.0,1960.0,1960.0,2060.0,44.6763,4.7868,"{'17W000001017799C', '17W100P100P0322N'}","{'ENTSOE': {'17W000001017799C', '17W100P100P0322N'}, 'GEM': {'G601671'}, 'GHPT': {'G601671'}, 'JRC': {'JRC-H356'}, 'OPSD': {'OEU-206'}}"
34,Super Bissorte,Hydro,Pumped Storage,Store,FR,245.42935678334257,,3.8181818181818175,0.0,0.0,0.0,1987.0,1987.0,2087.0,45.2047,6.5779,{'17W100P100P02764'},"{'ENTSOE': {'17W100P100P02764'}, 'GEM': {'G601707'}, 'GHPT': {'G601707'}, 'JRC': {'JRC-H24'}, 'OPSD': {'OEU-203'}}"
35,Vouglans,Hydro,Reservoir,Store,FR,558.0073680467443,,,0.0,0.0,0.0,1968.0,1968.0,2068.0,46.3968,5.6634,{'17W100P100P0301V'},"{'ENTSOE': {'17W100P100P0301V'}, 'GEM': {'G601710'}, 'GHPT': {'G601710'}, 'JRC': {'JRC-H167'}, 'OPSD': {'OEU-253'}}"
36,Hermillon,Hydro,Run-Of-River,PP,FR,226.335620162118,,,0.0,0.0,0.0,1974.0,1974.0,2074.0,45.2848,6.3615,{'17W100P100P0314M'},"{'ENTSOE': {'17W100P100P0314M'}, 'GEM': {'G601663'}, 'GHPT': {'G601663'}, 'JRC': {'JRC-H443'}, 'OPSD': {'OEU-218'}}"
37,Crua,Hydro,Pumped Storage,Store,GB,2600.0,,15.909090909090908,0.0,0.0,0.0,1965.0,1965.0,2065.0,56.4192,-5.0127,{'48WSTN00000CRUAC'},"{'ENTSOE': {'48WSTN00000CRUAC'}, 'GEM': {'G603737'}, 'GHPT': {'G603737'}, 'JRC': {'JRC-H75'}, 'OPSD': {'OEU-2882'}}"
38,Mucone,Hydro,Reservoir,Store,IT,471.06850996596984,,,0.0,0.0,0.0,1958.8,1958.8,2058.8,39.4716,16.4056,"{'26WIMPI-S18M2CN5', '26WIMPI-S18M1CN9'}","{'ENTSOE': {'26WIMPI-S18M2CN5', '26WIMPI-S18M1CN9'}, 'GEM': {'G602241'}, 'GHPT': {'G602241'}, 'JRC': {'JRC-H512'}, 'OPSD': {'OEU-1360'}}"
39,Montorio,Hydro,Run-Of-River,PP,IT,334.3066844919786,,,0.0,0.0,0.0,1954.0,1954.0,2054.0,42.5858,13.7089,{'26WIMPI-S13MNTR3'},"{'ENTSOE': {'26WIMPI-S13MNTR3'}, 'GEM': {'G602240'}, 'GHPT': {'G602240'}, 'JRC': {'JRC-H463'}, 'OPSD': {'OEU-1337'}}"
40,Mese,Hydro,Run-Of-River,PP,IT,498.4208750607681,,,0.0,0.0,0.0,1927.0,1927.0,2027.0,46.3051,9.3783,{'26WIMPI-S03XMCMK'},"{'ENTSOE': {'26WIMPI-S03XMCMK'}, 'GEM': {'G602239'}, 'GHPT': {'G602239'}, 'JRC': {'JRC-H294'}, 'OPSD': {'OEU-1283'}}"
41,Lanzada,Hydro,Reservoir,Store,IT,1063.703087019932,,,0.0,0.0,0.0,1958.8,1958.8,2058.8,46.2685,9.876,{'26WIMPIALENCO-1B'},"{'ENTSOE': {'26WIMPIALENCO-1B'}, 'GEM': {'G602238'}, 'GHPT': {'G602238'}, 'JRC': {'JRC-H258'}, 'OPSD': {'OEU-1273'}}"
42,Lana,Hydro,Run-Of-River,PP,IT,364.69820126397667,,,0.0,0.0,0.0,1953.0,1953.0,2053.0,46.6127,11.1452,{'26WIMPI-S04LNAAQ'},"{'ENTSOE': {'26WIMPI-S04LNAAQ'}, 'GEM': {'G602237'}, 'GHPT': {'G602237'}, 'JRC': {'JRC-H428'}, 'OPSD': {'OEU-1287'}}"
43,Grosio,Hydro,Run-Of-River,Store,IT,1990.6443485658726,,,0.0,0.0,0.0,1960.0,1960.0,2060.0,46.292,10.266,{'26WIMPIGROSIO-11'},"{'ENTSOE': {'26WIMPIGROSIO-11'}, 'GEM': {'G602234'}, 'GHPT': {'G602234'}, 'JRC': {'JRC-H39'}, 'OPSD': {'OEU-1387'}}"
44,San Giacomo,Hydro,Reservoir,Store,IT,30.391516771998056,,,0.0,0.0,0.0,1958.8,1958.8,2058.8,42.5607,13.5641,{'26WIMPI-S03SGNCJ'},"{'ENTSOE': {'26WIMPI-S03SGNCJ'}, 'GEM': {'G602253'}, 'GHPT': {'G602253'}, 'JRC': {'JRC-H1750'}, 'OPSD': {'OEU-1339'}}"
45,Gargnano,Hydro,Pumped Storage,Store,IT,79.86862849533954,,,0.0,0.0,0.0,1958.8,1958.8,2058.8,45.7039,10.6863,{'26WIMPI-S03GRGNY'},"{'ENTSOE': {'26WIMPI-S03GRGNY'}, 'GEM': {'G602233'}, 'GHPT': {'G602233'}, 'JRC': {'JRC-H375'}, 'OPSD': {'OEU-1272'}}"
46,Galleto,Hydro,Run-Of-River,PP,IT,1401.0489231891104,,,0.0,0.0,0.0,1929.0,1929.0,2029.0,42.5527,12.699,"{'26WIMPI-S10GLLT5', '26WIMPIVELINO-1Q'}","{'ENTSOE': {'26WIMPI-S10GLLT5', '26WIMPIVELINO-1Q'}, 'GEM': {'G602232'}, 'GHPT': {'G602232'}, 'JRC': {'JRC-H67'}, 'OPSD': {'OEU-1326'}}"
47,Floriano,Hydro,Run-Of-River,PP,IT,547.047301895965,,,0.0,0.0,0.0,1956.0,1956.0,2056.0,46.0285,12.3016,{'26WIMPI-S04SFLVM'},"{'ENTSOE': {'26WIMPI-S04SFLVM'}, 'GEM': {'G602252'}, 'GHPT': {'G602252'}, 'JRC': {'JRC-H273'}, 'OPSD': {'OEU-1290'}}"
48,Fiorano,Hydro,Pumped Storage,Store,IT,317.14258322237015,,229.5774647887324,0.0,0.0,0.0,1973.0,1973.0,2073.0,46.0442,10.3521,"{'26WIMPI-M03SFRN0', '26WIMPI-S03SFRNQ'}","{'ENTSOE': {'26WIMPI-M03SFRN0', '26WIMPI-S03SFRNQ'}, 'GEM': {'G602251'}, 'GHPT': {'G602251'}, 'JRC': {'JRC-H49'}, 'OPSD': {'OEU-1276'}}"
49,Fadalto,Hydro,Pumped Storage,Store,IT,122.42636484687083,,,0.0,0.0,0.0,1958.8,1958.8,2058.8,46.0692,12.3299,{'26WIMPI-S05FDLTJ'},"{'ENTSOE': {'26WIMPI-S05FDLTJ'}, 'GEM': {'G602231'}, 'GHPT': {'G602231'}, 'JRC': {'JRC-H226'}, 'OPSD': {'OEU-1294'}}"
50,Entracque Chro,Hydro,Pumped Storage,Store,IT,620.2935818908122,,15.845864661654137,0.0,0.0,0.0,1982.0,1982.0,2082.0,44.2299,7.3908,{'26WIMPI-S01ENTRP'},"{'ENTSOE': {'26WIMPI-S01ENTRP'}, 'GEM': {'G602230', 'G602229'}, 'GHPT': {'G602230', 'G602229'}, 'JRC': {'JRC-H10'}, 'OPSD': {'OEU-1254'}}"
51,Edolo,Hydro,Pumped Storage,Store,IT,553.8335552596537,,5.010224948875256,0.0,0.0,0.0,1958.8,1958.8,2058.8,46.1721,10.3442,{'26WIMPI-S03EDLO9'},"{'ENTSOE': {'26WIMPI-S03EDLO9'}, 'GEM': {'G602228'}, 'GHPT': {'G602228'}, 'JRC': {'JRC-H17'}, 'OPSD': {'OEU-1269'}}"
52,Cimego,Hydro,Reservoir,Store,IT,695.9657340787554,,,0.0,0.0,0.0,1953.0,1953.0,2053.0,45.9228,10.6281,"{'26WIMPI-M04CMGIF', '26WIMPI-S04CMGI4'}","{'ENTSOE': {'26WIMPI-M04CMGIF', '26WIMPI-S04CMGI4'}, 'GEM': {'G602227'}, 'GHPT': {'G602227'}, 'JRC': {'JRC-H198'}, 'OPSD': {'OEU-1284'}}"
53,Centrale Naturno,Hydro,Reservoir,Store,IT,531.851543509966,,,0.0,0.0,0.0,1963.0,1963.0,2063.0,46.6519,10.993,{'26WIMPI-S04NATRE'},"{'ENTSOE': {'26WIMPI-S04NATRE'}, 'GEM': {'G602242'}, 'GHPT': {'G602242'}, 'JRC': {'JRC-H282'}, 'OPSD': {'OEU-1288'}}"
54,Cardano,Hydro,Run-Of-River,PP,IT,401.16802139037435,,,0.0,0.0,0.0,1929.0,1929.0,2029.0,46.4949,11.3959,"{'26WIMPI-S04CRZNS', '26WIMPI-S04CRDA9'}","{'ENTSOE': {'26WIMPI-S04CRZNS', '26WIMPI-S04CRDA9'}, 'GEM': {'G602224'}, 'GHPT': {'G602224'}, 'JRC': {'JRC-H423'}, 'OPSD': {'OEU-1285'}}"
55,Capriati,Hydro,Pumped Storage,Store,IT,65.87704394141144,,,0.0,0.0,0.0,1966.0,1966.0,2066.0,41.4763,14.1282,{'26WIMPI-S15CPRTZ'},"{'ENTSOE': {'26WIMPI-S15CPRTZ'}, 'GEM': {'G602223'}, 'GHPT': {'G602223'}, 'JRC': {'JRC-H455'}, 'OPSD': {'OEU-1343'}}"
56,Bargi Centrale,Hydro,Pumped Storage,Store,IT,163.8181358189081,,8.0,0.0,0.0,0.0,1975.0,1975.0,2075.0,44.1167,11.043,{'26WIMPI-S08BCRGX'},"{'ENTSOE': {'26WIMPI-S08BCRGX'}, 'GEM': {'G602219'}, 'GHPT': {'G602219'}, 'JRC': {'JRC-H159'}, 'OPSD': {'OEU-1307'}}"
57,Avise,Hydro,Run-Of-River,Store,IT,385.9722630043753,,,0.0,0.0,0.0,1959.0,1959.0,2059.0,45.7056,7.1452,{'26WIMPI-S02AVSIS'},"{'ENTSOE': {'26WIMPI-S02AVSIS'}, 'GEM': {'G602218'}, 'GHPT': {'G602218'}, 'JRC': {'JRC-H405'}, 'OPSD': {'OEU-1262'}}"
58,Anapo Le,Hydro,Pumped Storage,Store,IT,291.491344873502,,8.0,0.0,0.0,0.0,1989.0,1989.0,2089.0,37.1101,15.1493,{'26WIMYI-S19ANPAB'},"{'ENTSOE': {'26WIMYI-S19ANPAB'}, 'GEM': {'G602217'}, 'GHPT': {'G602217'}, 'JRC': {'JRC-H55'}, 'OPSD': {'OEU-1369'}}"
59,Sloy,Hydro,Run-Of-River,Store,GB,117.31417263157896,,,0.0,0.0,0.0,1950.0,1950.0,2050.0,56.2615,-4.7636,{'48WSTN00000SLOY0'},"{'ENTSOE': {'48WSTN00000SLOY0'}, 'GEM': {'G603750'}, 'GHPT': {'G603750'}, 'JRC': {'JRC-H324'}, 'OPSD': {'OEU-3051'}}"
60,Glndo,Hydro,Run-Of-River,Store,GB,76.67592982456141,,,0.0,0.0,0.0,2008.0,2008.0,2108.0,57.1416,-4.6425,{'48WSTN0000GLNDOL'},"{'ENTSOE': {'48WSTN0000GLNDOL'}, 'GEM': {'G603745'}, 'GHPT': {'G603745'}, 'JRC': {'JRC-H523'}, 'OPSD': {'OEU-3008'}}"
61,Foye,Hydro,Run-Of-River,Store,GB,245.3629754385965,,20.65573770491803,0.0,0.0,0.0,1968.0,1974.0,2074.0,57.2558,-4.4941,{'48WSTN00000FOYEQ'},"{'ENTSOE': {'48WSTN00000FOYEQ'}, 'GEM': {'G603744'}, 'GHPT': {'G603744'}, 'JRC': {'JRC-H144'}, 'OPSD': {'OEU-3005', 'OEU-3063'}}"
62,Ffes,Hydro,Run-Of-River,Store,GB,294.4355705263158,,4.805555555555555,0.0,0.0,0.0,1963.0,1963.0,2063.0,52.9808,-3.9686,{'48WSTN00000FFESK'},"{'ENTSOE': {'48WSTN00000FFESK'}, 'GEM': {'G603742'}, 'GHPT': {'G603742'}, 'JRC': {'JRC-H112'}, 'OPSD': {'OEU-2905'}}"
63,Erro,Hydro,Run-Of-River,Store,GB,57.50694736842105,,,0.0,0.0,0.0,1955.0,1955.0,2055.0,56.7091,-4.0065,{'48WSTN00000ERROK'},"{'ENTSOE': {'48WSTN00000ERROK'}, 'GEM': {'G603741'}, 'GHPT': {'G603741'}, 'JRC': {'JRC-H643'}, 'OPSD': {'OEU-3001'}}"
64,Rheinkraftwerk Sackingen,Hydro,Pumped Storage,Store,DE,67.0464609800363,0.7546370967741935,3.321466714133144,0.0,0.0,0.0,1966.0,1966.0,2066.0,47.55773,7.95655,"{nan, nan, nan}","{'MASTR': {'MASTR-SEE975648364909', 'MASTR-SEE922473273890', 'MASTR-SEE955634700423'}, 'GEM': {'G601758'}, 'GHPT': {'G601758'}, 'JRC': {'JRC-H91', 'JRC-H292', 'JRC-H2492'}, 'OPSD': {'BNA0046', 'BNA0045'}}"
65,Kembs,Hydro,Run-Of-River,PP,FR,317.378927580271,,,0.0,0.0,0.0,1932.0,2016.0,2116.0,47.6548,7.5183,{'17W100P100P0307J'},"{'ENTSOE': {'17W100P100P0307J'}, 'GEM': {'G601664'}, 'GHPT': {'G601664'}, 'JRC': {'JRC-H323', 'JRC-H299'}, 'OPSD': {'OEU-219'}}"
66,Grand Maison,Hydro,Pumped Storage,Store,FR,562.0772013090158,,20.59171597633136,0.0,0.0,0.0,1987.0,2017.0,2117.0,45.1454,6.0515,{'17W100P100P02756'},"{'ENTSOE': {'17W100P100P02756'}, 'GEM': {'G601661'}, 'GHPT': {'G601661'}, 'JRC': {'JRC-H3'}, 'OPSD': {'OEU-200'}}"
67,Provvidenza,Hydro,Pumped Storage,Store,IT,81.03459387483355,,1058.9928057553957,0.0,0.0,0.0,1962.0,1962.0,2062.0,42.5113,13.4104,{'26WIMPI-S13PRVVW'},"{'ENTSOE': {'26WIMPI-S13PRVVW'}, 'GEM': {'G602247'}, 'GHPT': {'G602247'}, 'JRC': {'JRC-H371'}, 'OPSD': {'OEU-1338'}}"
68,Aguayo,Hydro,Pumped Storage,Store,ES,269.9565314225937,,10.260676650027731,0.0,0.0,0.0,1982.0,1983.0,2083.0,43.0957,-4.0001,"{'18WAGUB-12345-0T', '18WAGUG-12345-0G'}","{'ENTSOE': {'18WAGUB-12345-0T', '18WAGUG-12345-0G'}, 'GEM': {'G603376'}, 'GHPT': {'G603376'}, 'JRC': {'JRC-H108'}, 'OPSD': {'OEU-2387', 'OEU-2388', 'OEU-2386', 'OEU-2389'}}"
69,Psw Roenk,Hydro,Pumped Storage,Store,DE,136.03629764065334,0.75,4.27536231884058,0.0,0.0,0.0,1969.0,2003.0,2103.0,51.2247,7.9932,{'11WD7GARE5X-PSWB'},"{'ENTSOE': {'11WD7GARE5X-PSWB'}, 'GEM': {'G601757'}, 'GHPT': {'G601757'}, 'JRC': {'JRC-H372'}, 'OPSD': {'BNA0268'}}"
70,Psw Markersbach,Hydro,Pumped Storage,Store,DE,932.8203266787659,0.75,3.816494450822809,0.0,0.0,0.0,1979.0,1979.0,2079.0,50.5176,12.8804,{'11WD8MARK1H----7'},"{'ENTSOE': {'11WD8MARK1H----7'}, 'GEM': {'G601753'}, 'GHPT': {'G601753'}, 'JRC': {'JRC-H13'}, 'OPSD': {'BNA0652'}}"
71,Psw Hohenwarte,Hydro,Pumped Storage,Store,DE,310.94010889292196,0.7500000000000001,6.411269088994207,0.0,0.0,0.0,1959.0,1965.0,2065.0,50.6042,11.4747,{'11WD8HOH22H----1'},"{'ENTSOE': {'11WD8HOH22H----1'}, 'GEM': {'G601748'}, 'GHPT': {'G601748'}, 'JRC': {'JRC-H750', 'JRC-H135'}, 'OPSD': {'BNA0467', 'BNA0465'}}"
