,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID
4224,Dickerson Generating,CCGT,CCGT,PP,US,234.997171233337,,,0.0,0.0,0.0,1992.0,1992.0,2032.0,39.2097,-77.4644,"{nan, nan}","{'GEM': {'L100000103964'}, 'GGPT': {'L100000103964'}}"
4225,Encogeneration,CCGT,CCGT,PP,US,126.86963845726171,,,0.0,0.0,0.0,1993.0,1993.0,2033.0,48.746,-122.486,{nan},"{'GEM': {'L100000402239'}, 'GGPT': {'L100000402239'}}"
4226,Edgewood Energy Llc,CCGT,CCGT,PP,US,72.08502185071688,,,0.0,0.0,0.0,2002.0,2002.0,2042.0,40.7861,-73.2931,"{nan, nan}","{'GEM': {'L100000401899'}, 'GGPT': {'L100000401899'}}"
4227,Effingham County,CCGT,CCGT,PP,US,430.34758044877975,,,0.0,0.0,0.0,2003.0,2003.0,2043.0,32.277252,-81.28441,{nan},"{'GEM': {'L100000401610'}, 'GGPT': {'L100000401610'}}"
4228,Eklutna Generation,CCGT,CCGT,PP,US,123.26538736472587,,,0.0,0.0,0.0,2015.0,2015.0,2055.0,61.457778,-149.351389,{nan},"{'GEM': {'L100000409211'}, 'GGPT': {'L100000409211'}}"
4229,El Cajon Energy Center,CCGT,CCGT,PP,US,43.971863328937296,,,0.0,0.0,0.0,2010.0,2010.0,2050.0,32.796106,-116.9721,{nan},"{'GEM': {'L100000407461'}, 'GGPT': {'L100000407461'}}"
4230,El Centro,CCGT,CCGT,PP,US,258.06437822556643,,,0.0,0.0,0.0,1968.0,1968.0,2008.0,32.802222,-115.54,"{nan, nan, nan}","{'GEM': {'L100000402010'}, 'GGPT': {'L100000402010'}}"
4231,El Segundo Energy Center,CCGT,CCGT,PP,US,517.5704568881472,,,0.0,0.0,0.0,2013.0,2013.0,2053.0,33.90897066666667,-118.4177,"{nan, nan, nan}","{'GEM': {'L100000401650', 'L100000401543'}, 'GGPT': {'L100000401650', 'L100000401543'}}"
4232,Electrifarm,CCGT,CCGT,PP,US,190.30445768589257,,,0.0,0.0,0.0,1975.0,1975.0,2015.0,42.4407,-92.4205,"{nan, nan, nan}","{'GEM': {'L100000402080'}, 'GGPT': {'L100000402080'}}"
4233,Elgin Energy Center,CCGT,CCGT,PP,US,389.25911799387114,,,0.0,0.0,0.0,2002.0,2002.0,2042.0,42.000061,-88.24457,"{nan, nan, nan, nan}","{'GEM': {'L100000401904'}, 'GGPT': {'L100000401904'}}"
4234,Elk,CCGT,CCGT,PP,US,432.51013110430125,,,0.0,0.0,0.0,2015.0,2015.0,2055.0,33.865,-101.8433,"{nan, nan, nan}","{'GEM': {'L100000401982'}, 'GGPT': {'L100000401982'}}"
4235,Elk Hills,CCGT,CCGT,CHP,US,449.08968612996614,,,0.0,0.0,0.0,2003.0,2003.0,2043.0,35.280318,-119.4707,{nan},"{'GEM': {'L100000401686'}, 'GGPT': {'L100000401686'}}"
4236,Elk River,CCGT,CCGT,PP,US,137.68239173486924,,,0.0,0.0,0.0,2009.0,2009.0,2049.0,45.296797,-93.55845,{nan},"{'GEM': {'L100000401988'}, 'GGPT': {'L100000401988'}}"
4237,Ellwood,CCGT,CCGT,PP,US,41.80931267341579,,,0.0,0.0,0.0,1974.0,1974.0,2014.0,34.431419,-119.9001,{nan},"{'GEM': {'L100000401965'}, 'GGPT': {'L100000401965'}}"
4238,Elmwood Park,CCGT,CCGT,PP,US,64.87651966564519,,,0.0,0.0,0.0,1989.0,1989.0,2021.0,40.905337,-74.13045,{nan},"{'GEM': {'L100000401581'}, 'GGPT': {'L100000401581'}}"
4239,Elwood Energy,CCGT,CCGT,PP,US,1245.6291775803877,,,0.0,0.0,0.0,1999.0,1999.0,2039.0,41.4388,-88.1236,"{nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'L100000401554'}, 'GGPT': {'L100000401554'}}"
4240,Emery,CCGT,CCGT,PP,US,434.6726817598228,,,0.0,0.0,0.0,2004.0,2004.0,2044.0,43.094,-93.29222,{nan},"{'GEM': {'L100000402016'}, 'GGPT': {'L100000402016'}}"
4241,Empire,CCGT,CCGT,CHP,US,471.4360429036884,,,0.0,0.0,0.0,2010.0,2010.0,2050.0,42.625239,-73.75002,{nan},"{'GEM': {'L100000402530'}, 'GGPT': {'L100000402530'}}"
4242,Empire Energy Center,CCGT,CCGT,PP,US,273.92308303272415,,,0.0,0.0,0.0,1978.0,1978.0,2018.0,37.1385,-94.1041,"{nan, nan, nan, nan}","{'GEM': {'L100000401905'}, 'GGPT': {'L100000401905'}}"
4243,Emporia Energy Center,CCGT,CCGT,PP,US,525.499809291726,,,0.0,0.0,0.0,2008.0,2008.0,2048.0,38.445883,-96.06525,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'L100000401930'}, 'GGPT': {'L100000401930'}}"
4244,Edward Addison Generating,CCGT,CCGT,PP,US,504.59515295501814,,,0.0,0.0,0.0,2000.0,2000.0,2040.0,32.9111,-84.3064,"{nan, nan, nan, nan}","{'GEM': {'L100000402285'}, 'GGPT': {'L100000402285'}}"
4245,Edge Moor,CCGT,CCGT,PP,US,503.1534525180038,,,0.0,0.0,0.0,1954.0,1954.0,1994.0,39.73886,-75.50384,"{nan, nan, nan}","{'GEM': {'L100000103818'}, 'GGPT': {'L100000103818'}}"
4246,Dicks Creek,CCGT,CCGT,PP,US,72.08502185071688,,,0.0,0.0,0.0,1965.0,1965.0,2005.0,39.465,-84.3778,{nan},"{'GEM': {'L100000402362'}, 'GGPT': {'L100000402362'}}"
4247,Eddystone Generating,CCGT,CCGT,PP,US,563.704870872606,,,0.0,0.0,0.0,1974.0,1974.0,2014.0,39.858,-75.323,"{nan, nan}","{'GEM': {'L100000104140'}, 'GGPT': {'L100000104140'}}"
4248,Diesel Generators,CCGT,CCGT,PP,US,38.925911799387116,,,0.0,0.0,0.0,2001.0,2001.0,2041.0,43.0802,-89.3747,{nan},"{'GEM': {'L100000409212'}, 'GGPT': {'L100000409212'}}"
4249,Dighton,CCGT,CCGT,PP,US,144.17004370143377,,,0.0,0.0,0.0,1999.0,1999.0,2039.0,41.8312,-71.1239,{nan},"{'GEM': {'L100000401846'}, 'GGPT': {'L100000401846'}}"
4250,Dogwood Energy Facility,CCGT,CCGT,PP,US,472.1568931221956,,,0.0,0.0,0.0,2002.0,2002.0,2042.0,38.7931,-94.3006,{nan},"{'GEM': {'L100000401549'}, 'GGPT': {'L100000401549'}}"
4251,Donald Von Raesfeld,CCGT,CCGT,PP,US,111.010933650104,,,0.0,0.0,0.0,2005.0,2005.0,2045.0,37.3767,-121.9508,{nan},"{'GEM': {'L100000401809'}, 'GGPT': {'L100000401809'}}"
4252,Doswell Energy Center,CCGT,CCGT,PP,US,946.4763368999127,,,0.0,0.0,0.0,1991.0,1991.0,2031.0,37.820805,-77.44625,"{nan, nan, nan, nan, nan}","{'GEM': {'L100000401853'}, 'GGPT': {'L100000401853'}}"
4253,Dow St Charles Operations,CCGT,CCGT,CHP,US,233.55547079632268,,,0.0,0.0,0.0,2002.0,2002.0,2042.0,29.9861,-90.4414,{nan},"{'GEM': {'L100000402486'}, 'GGPT': {'L100000402486'}}"
4254,Doyle Energy Facility,CCGT,CCGT,PP,US,295.5485895879392,,,0.0,0.0,0.0,2000.0,2000.0,2040.0,33.837699,-83.69958,"{nan, nan, nan, nan, nan}","{'GEM': {'L100000402157'}, 'GGPT': {'L100000402157'}}"
4255,Dresden Energy Facility,CCGT,CCGT,PP,US,488.7364481478604,,,0.0,0.0,0.0,2012.0,2012.0,2052.0,40.0928,-82.0276,{nan},"{'GEM': {'L100000401708'}, 'GGPT': {'L100000401708'}}"
4256,Dynegy Moss Landing,CCGT,CCGT,PP,US,1007.7486054730219,,,0.0,0.0,0.0,2002.0,2002.0,2042.0,36.804837,-121.7822,"{nan, nan}","{'GEM': {'L100000401887'}, 'GGPT': {'L100000401887'}}"
4257,Dynegy Oakland,CCGT,CCGT,PP,US,161.1100238363522,,,0.0,0.0,0.0,1978.0,1978.0,2021.0,37.79675,-122.28185,"{nan, nan, nan}","{'GEM': {'L100000409273'}, 'GGPT': {'L100000409273'}}"
4258,Eagle Point Generation,CCGT,CCGT,PP,US,181.65425506380654,,,0.0,0.0,0.0,2016.0,2016.0,2056.0,39.8746,-75.1592,{nan},"{'GEM': {'L100000401552'}, 'GGPT': {'L100000401552'}}"
4259,Eagle Valley,CCGT,CCGT,PP,US,464.2275407186167,,,0.0,0.0,0.0,2018.0,2018.0,2058.0,39.48517,-86.4183,{nan},"{'GEM': {'L100000103883'}, 'GGPT': {'L100000103883'}}"
4260,Earl Wisdom Generating,CCGT,CCGT,PP,US,59.109717917587844,,,0.0,0.0,0.0,2004.0,2004.0,2044.0,43.1606,-95.2569,{nan},"{'GEM': {'L100000103908'}, 'GGPT': {'L100000103908'}}"
4261,East River,CCGT,CCGT,PP,US,516.1287564511329,,,0.0,0.0,0.0,1951.0,1951.0,1991.0,40.7281,-73.9742,"{nan, nan, nan, nan}","{'GEM': {'L100000401826'}, 'GGPT': {'L100000401826'}}"
4262,Eastman Cogeneration Facility,CCGT,CCGT,CHP,US,337.357902261355,,,0.0,0.0,0.0,2001.0,2001.0,2041.0,32.4481,-94.6903,{nan},"{'GEM': {'L100000402517'}, 'GGPT': {'L100000402517'}}"
4263,Ecoelectrica,CCGT,CCGT,CHP,US,413.76802542311486,,,0.0,0.0,0.0,2000.0,2000.0,2040.0,17.981025,-66.75542,{nan},"{'GEM': {'L100000402537'}, 'GGPT': {'L100000402537'}}"
4264,Ector County Energy Center,CCGT,CCGT,PP,US,258.06437822556643,,,0.0,0.0,0.0,2015.0,2015.0,2055.0,32.069167,-102.5856,"{nan, nan}","{'GEM': {'L100000402021'}, 'GGPT': {'L100000402021'}}"
4265,Oleander,CCGT,CCGT,PP,US,717.2459674146329,,,0.0,0.0,0.0,2002.0,2002.0,2042.0,28.3661,-80.7947,"{nan, nan, nan, nan, nan}","{'GEM': {'L100000402171'}, 'GGPT': {'L100000402171'}}"
4266,Oneta Energy Center,CCGT,CCGT,PP,US,875.112165267703,,,0.0,0.0,0.0,2002.0,2002.0,2042.0,36.0119,-95.6967,"{nan, nan}","{'GEM': {'L100000402175'}, 'GGPT': {'L100000402175'}}"
4267,Ontelaunee Energy Center,CCGT,CCGT,PP,US,524.7789590732189,,,0.0,0.0,0.0,2002.0,2002.0,2042.0,40.4219,-75.9356,{nan},"{'GEM': {'L100000401596'}, 'GGPT': {'L100000401596'}}"
4268,Optim Energy Altura Cogeneration,CCGT,CCGT,CHP,US,464.2275407186167,,,0.0,0.0,0.0,1995.0,1995.0,2035.0,29.8161,-95.10773,{nan},"{'GEM': {'L100000402496'}, 'GGPT': {'L100000402496'}}"
4269,Turakurgan,CCGT,CCGT,PP,UZ,691.71826625387,,,0.0,0.0,0.0,2019.0,2019.0,2059.0,40.997052,71.458276,"{nan, nan}","{'GEM': {'L100000406873'}, 'GGPT': {'L100000406873'}}"
4270,Alfredo Salazar,CCGT,CCGT,PP,VE,39.979926396788215,,,0.0,0.0,0.0,1970.0,1970.0,2010.0,9.3699,-64.4965,{nan},"{'GEM': {'L100000406623'}, 'GGPT': {'L100000406623'}}"
4271,Antonio Jose De Sucre,CCGT,CCGT,PP,VE,97.09410696362853,,,0.0,0.0,0.0,2014.0,2014.0,2054.0,10.400353,-64.166857,{nan},"{'GEM': {'L100000406624'}, 'GGPT': {'L100000406624'}}"
4272,Batalla De Santa Ines,CCGT,CCGT,PP,VE,56.885723844572944,,,0.0,0.0,0.0,2017.0,2017.0,2057.0,8.412017,-70.125321,{nan},"{'GEM': {'L100000408592'}, 'GGPT': {'L100000408592'}}"
4273,Don Luis Zambrano,CCGT,CCGT,PP,VE,268.43664866414946,,,0.0,0.0,0.0,2015.0,2015.0,2055.0,8.559824,-71.769118,{nan},"{'GEM': {'L100000408591'}, 'GGPT': {'L100000408591'}}"
4274,India Urquia,CCGT,CCGT,PP,VE,308.4165750609377,,,0.0,0.0,0.0,2013.0,2013.0,2053.0,10.290298,-66.68178,{nan},"{'GEM': {'L100000406627'}, 'GGPT': {'L100000406627'}}"
4275,Jose Maria Espana,CCGT,CCGT,PP,VE,114.22836113368062,,,0.0,0.0,0.0,1969.0,1969.0,2009.0,10.420934,-66.954939,"{nan, nan}","{'GEM': {'L100000406685'}, 'GGPT': {'L100000406685'}}"
4276,Josefa Camejo,CCGT,CCGT,PP,VE,182.765377813889,,,0.0,0.0,0.0,2008.0,2008.0,2048.0,11.75,-70.1716,"{nan, nan}","{'GEM': {'L100000406631'}, 'GGPT': {'L100000406631'}}"
4277,Josefa Joaquina Sanchez Bastidas,CCGT,CCGT,PP,VE,262.72523060746545,,,0.0,0.0,0.0,1993.0,1993.0,2033.0,10.58764,-67.079387,{nan},"{'GEM': {'L100000406632'}, 'GGPT': {'L100000406632'}}"
4278,Juan Bautista Arismendi,CCGT,CCGT,PP,VE,48.54705348181427,,,0.0,0.0,0.0,2014.0,2014.0,2054.0,10.8792,-64.0328,{nan},"{'GEM': {'L100000406633'}, 'GGPT': {'L100000406633'}}"
4279,Juan Manuel Valdez,CCGT,CCGT,PP,VE,99.94981599197054,,,0.0,0.0,0.0,2018.0,2018.0,2058.0,10.562024,-62.310042,{nan},"{'GEM': {'L100000406634'}, 'GGPT': {'L100000406634'}}"
4280,La Cabrera,CCGT,CCGT,PP,VE,182.765377813889,,,0.0,0.0,0.0,2014.0,2014.0,2054.0,10.254232,-67.676309,"{nan, nan}","{'GEM': {'L100000406635'}, 'GGPT': {'L100000406635'}}"
4281,La Raisa,CCGT,CCGT,PP,VE,77.10414376523443,,,0.0,0.0,0.0,2012.0,2012.0,2052.0,10.2561,-66.7922,"{nan, nan}","{'GEM': {'L100000406636'}, 'GGPT': {'L100000406636'}}"
4282,Pedro Camejo,CCGT,CCGT,PP,VE,85.67127085026047,,,0.0,0.0,0.0,2006.0,2006.0,2046.0,10.1771,-67.9462,{nan},"{'GEM': {'L100000406637'}, 'GGPT': {'L100000406637'}}"
4283,Sidor,CCGT,CCGT,PP,VE,28.557090283420155,,,0.0,0.0,0.0,2011.0,2011.0,2051.0,8.263644,-62.84605,{nan},"{'GEM': {'L100000408590'}, 'GGPT': {'L100000408590'}}"
4284,Termobarrancas,CCGT,CCGT,PP,VE,97.09410696362853,,,0.0,0.0,0.0,2007.0,2007.0,2047.0,8.698411,-70.209247,{nan},"{'GEM': {'L100000406643'}, 'GGPT': {'L100000406643'}}"
4285,Termozulia,CCGT,CCGT,PP,VE,439.7791903646704,,,0.0,0.0,0.0,2007.0,2007.0,2047.0,10.488508,-71.633057,"{nan, nan}","{'GEM': {'L100000406644'}, 'GGPT': {'L100000406644'}}"
4286,Ba Ria,CCGT,CCGT,PP,VN,1010.2730174318684,,,0.0,0.0,0.0,1999.0,1999.0,2039.0,10.489019,107.166468,{nan},"{'GEM': {'L100000405433'}, 'GGPT': {'L100000405433'}}"
4287,Yangiaryk,CCGT,CCGT,PP,UZ,133.73219814241486,,,0.0,0.0,0.0,2022.0,2022.0,2062.0,41.3498152256163,60.5933678775357,{nan},"{'GEM': {'L100000407518'}, 'GGPT': {'L100000407518'}}"
4288,Tashkent,CCGT,CCGT,CHP,UZ,2075.15479876161,,,0.0,0.0,0.0,1963.0,1963.0,2003.0,41.380055600000006,69.36901446666666,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'L100000406878', 'L100000406880'}, 'GGPT': {'L100000406878', 'L100000406880'}}"
4289,Hiep Phuoc,CCGT,CCGT,PP,VN,973.9135772158114,,,0.0,0.0,0.0,1998.0,1998.0,2038.0,10.6416766,106.7456021,"{nan, nan, nan}","{'GEM': {'L100000405437'}, 'GGPT': {'L100000405437'}}"
4290,Talimarjan,CCGT,CCGT,PP,UZ,2125.112229102167,,,0.0,0.0,0.0,2005.0,2005.0,2045.0,38.481232,65.62977,"{nan, nan, nan, nan, nan}","{'GEM': {'L100000406882'}, 'GGPT': {'L100000406882'}}"
4291,Yucca,CCGT,CCGT,PP,US,254.74846722043344,,,0.0,0.0,0.0,1959.0,1959.0,1999.0,32.7214,-114.7106,"{nan, nan, nan, nan, nan}","{'GEM': {'L100000401526'}, 'GGPT': {'L100000401526'}}"
4292,Yuma Cogeneration Associates,CCGT,CCGT,CHP,US,45.413563765951636,,,0.0,0.0,0.0,1994.0,1994.0,2034.0,32.728822,-114.6541,{nan},"{'GEM': {'L100000402508'}, 'GGPT': {'L100000402508'}}"
4293,Zeeland Generating,CCGT,CCGT,PP,US,698.5038617334466,,,0.0,0.0,0.0,2001.0,2001.0,2041.0,42.82059999999999,-85.9975,"{nan, nan, nan}","{'GEM': {'L100000401831'}, 'GGPT': {'L100000401831'}}"
4294,Zion Energy Center,CCGT,CCGT,PP,US,430.34758044877975,,,0.0,0.0,0.0,2002.0,2002.0,2042.0,42.4776,-87.895,"{nan, nan, nan}","{'GEM': {'L100000402389'}, 'GGPT': {'L100000402389'}}"
4295,Jose Battle Ordonez,CCGT,CCGT,PP,UY,38.16254416961131,,,0.0,0.0,0.0,2010.0,2010.0,2050.0,-34.885275,-56.197189,{nan},"{'GEM': {'L100000408594'}, 'GGPT': {'L100000408594'}}"
4296,Punta Del Tigre,CCGT,CCGT,PP,UY,400.70671378091873,,,0.0,0.0,0.0,2006.0,2006.0,2046.0,-34.75014157142857,-56.54128371428572,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'L100000406622', 'L100000406618'}, 'GGPT': {'L100000406622', 'L100000406618'}}"
4297,Ute Central Termica La Tablada,CCGT,CCGT,PP,UY,101.13074204946996,,,0.0,0.0,0.0,1992.0,1992.0,2032.0,-34.82643,-56.235589,"{nan, nan}","{'GEM': {'L100000408589'}, 'GGPT': {'L100000408589'}}"
4298,Bukhara,CCGT,CCGT,PP,UZ,207.51547987616098,,,0.0,0.0,0.0,2021.0,2021.0,2061.0,39.766944,64.311967,{nan},"{'GEM': {'L100000406874'}, 'GGPT': {'L100000406874'}}"
4299,Cengiz Enerji Jizzakh Chp,CCGT,CCGT,CHP,UZ,399.6594427244582,,,0.0,0.0,0.0,2025.0,2025.0,2065.0,40.12494,67.87362,{nan},"{'GEM': {'L100000408456'}, 'GGPT': {'L100000408456'}}"
4300,Cengiz Enerji Tashkent,CCGT,CCGT,PP,UZ,184.45820433436532,,,0.0,0.0,0.0,2022.0,2022.0,2062.0,41.449351,69.503407,{nan},"{'GEM': {'L100000406879'}, 'GGPT': {'L100000406879'}}"
4301,Fergana,CCGT,CCGT,CHP,UZ,215.20123839009287,,,0.0,0.0,0.0,1961.0,1961.0,2001.0,40.449089,71.781868,"{nan, nan, nan, nan, nan}","{'GEM': {'L100000406877'}, 'GGPT': {'L100000406877'}}"
4302,Khavast,CCGT,CCGT,CHP,UZ,169.08668730650155,,,0.0,0.0,0.0,2022.0,2022.0,2062.0,40.2848213606545,68.8342219512639,{nan},"{'GEM': {'L100000407519'}, 'GGPT': {'L100000407519'}}"
4303,Mubarek,CCGT,CCGT,CHP,UZ,92.22910216718266,,,0.0,0.0,0.0,1985.0,1985.0,2025.0,39.183979,65.287496,"{nan, nan}","{'GEM': {'L100000406875'}, 'GGPT': {'L100000406875'}}"
4304,Navoi,CCGT,CCGT,CHP,UZ,1635.5294117647059,,,0.0,0.0,0.0,1964.0,1964.0,2004.0,40.158459,65.311909,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'L100000406883'}, 'GGPT': {'L100000406883'}}"
4305,Surkhandarya,CCGT,CCGT,PP,UZ,1229.7213622291022,,,0.0,0.0,0.0,2027.0,2027.0,2067.0,37.3767864107491,67.2520938378001,{nan},"{'GEM': {'L100000406876'}, 'GGPT': {'L100000406876'}}"
4306,Syrdarya,CCGT,CCGT,PP,UZ,4821.276315789473,,,0.0,0.0,0.0,1972.0,1972.0,2012.0,40.231825615384615,69.1020403076923,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'L100000406886', 'L100000406885', 'L100000406884'}, 'GGPT': {'L100000406886', 'L100000406885', 'L100000406884'}}"
4307,Takhiatash,CCGT,CCGT,CHP,UZ,914.6052631578947,,,0.0,0.0,0.0,1969.0,1969.0,2009.0,42.315236,59.554756,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'L100000406881'}, 'GGPT': {'L100000406881'}}"
4308,Ca Mau,CCGT,CCGT,PP,VN,3895.6543088632457,,,0.0,0.0,0.0,2008.0,2008.0,2048.0,9.242,105.06,"{nan, nan}","{'GEM': {'L100000405435'}, 'GGPT': {'L100000405435'}}"
4309,Mon Complex,CCGT,CCGT,PP,VN,1714.0878958998283,,,0.0,0.0,0.0,2009.0,2009.0,2049.0,10.134916,105.669325,"{nan, nan}","{'GEM': {'L100000405444'}, 'GGPT': {'L100000405444'}}"
4310,Nhon Trach,CCGT,CCGT,PP,VN,3155.479990179229,,,0.0,0.0,0.0,2009.0,2009.0,2049.0,10.6428,106.84,"{nan, nan}","{'GEM': {'L100000405443'}, 'GGPT': {'L100000405443'}}"
4311,Phu My,CCGT,CCGT,PP,VN,10406.591210410017,,,0.0,0.0,0.0,2000.0,2000.0,2040.0,10.603050883333331,107.03778521666668,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'L100000405448', 'L100000405449', 'L100000405445', 'L100000405447', 'L100000405446'}, 'GGPT': {'L100000405448', 'L100000405449', 'L100000405445', 'L100000405447', 'L100000405446'}}"
4312,Aden,CCGT,CCGT,PP,YE,83.36842105263158,,,0.0,0.0,0.0,2021.0,2021.0,2061.0,12.824678150741,44.9190379603349,"{nan, nan}","{'GEM': {'L100000407692'}, 'GGPT': {'L100000407692'}}"
4313,Al Harshiyat,CCGT,CCGT,PP,YE,23.684210526315788,,,0.0,0.0,0.0,2010.0,2010.0,2050.0,14.596726,49.191947,{nan},"{'GEM': {'L100000409296'}, 'GGPT': {'L100000409296'}}"
4314,Al Hiswa,CCGT,CCGT,PP,YE,18.94736842105263,,,0.0,0.0,0.0,2008.0,2008.0,2048.0,12.8271,44.9227,{nan},"{'GEM': {'L100000408269'}, 'GGPT': {'L100000408269'}}"
4315,Al Mansoura,CCGT,CCGT,PP,YE,42.315789473684205,,,0.0,0.0,0.0,1982.0,1982.0,2022.0,12.852749,44.975476,"{nan, nan}","{'GEM': {'L100000409292'}, 'GGPT': {'L100000409292'}}"
4316,Altaaqa Global Temporary,CCGT,CCGT,PP,YE,17.052631578947366,,,0.0,0.0,0.0,2013.0,2013.0,2053.0,12.785249,45.024142,{nan},"{'GEM': {'L100000409290'}, 'GGPT': {'L100000409290'}}"
4317,Hezyaz,CCGT,CCGT,PP,YE,22.105263157894736,,,0.0,0.0,0.0,2004.0,2004.0,2044.0,15.24454,44.270336,{nan},"{'GEM': {'L100000409295'}, 'GGPT': {'L100000409295'}}"
4318,Marib,CCGT,CCGT,PP,YE,242.52631578947367,,,0.0,0.0,0.0,2010.0,2010.0,2050.0,15.552,45.7717,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'L100000405600'}, 'GGPT': {'L100000405600'}}"
4319,Acacia,CCGT,CCGT,PP,ZA,120.68253582705853,,,0.0,0.0,0.0,1976.0,1976.0,2016.0,-33.8831147783268,18.5358336331541,"{nan, nan, nan}","{'GEM': {'L100000408170'}, 'GGPT': {'L100000408170'}}"
4320,Ankerlig,CCGT,CCGT,PP,ZA,944.4996356570317,,,0.0,0.0,0.0,2007.0,2007.0,2047.0,-33.589479,18.461496,"{nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'L100000407107'}, 'GGPT': {'L100000407107'}}"
4321,Avon,CCGT,CCGT,PP,ZA,472.8497017785334,,,0.0,0.0,0.0,2016.0,2016.0,2056.0,-29.418913,31.157693,"{nan, nan, nan, nan}","{'GEM': {'L100000407110'}, 'GGPT': {'L100000407110'}}"
4322,Dedisa,CCGT,CCGT,PP,ZA,236.4248508892667,,,0.0,0.0,0.0,2015.0,2015.0,2055.0,-33.743385,25.672819,{nan},"{'GEM': {'L100000407109'}, 'GGPT': {'L100000407109'}}"
4323,Gourikwa,CCGT,CCGT,PP,ZA,522.2519094270369,,,0.0,0.0,0.0,2007.0,2007.0,2047.0,-34.166755,21.960715,"{nan, nan, nan, nan, nan}","{'GEM': {'L100000407108'}, 'GGPT': {'L100000407108'}}"
4324,Port Rex,CCGT,CCGT,PP,ZA,120.68253582705853,,,0.0,0.0,0.0,1976.0,1976.0,2016.0,-33.0280210987606,27.881750575470097,"{nan, nan, nan}","{'GEM': {'L100000408172'}, 'GGPT': {'L100000408172'}}"
4325,Secunda,CCGT,CCGT,PP,ZA,197.60883059401397,,,0.0,0.0,0.0,2011.0,2011.0,2051.0,-26.5601173,29.1686447,{nan},"{'GEM': {'L100000406820'}, 'GGPT': {'L100000406820'}}"
4326,Ndola Energy Hfo,CCGT,CCGT,PP,ZM,1200.0,,,0.0,0.0,0.0,2017.0,2017.0,2057.0,-13.0147663927977,28.6616693179398,{nan},"{'GEM': {'L100000409050'}, 'GGPT': {'L100000409050'}}"
4327,Bobov Dol,Lignite,Steam Turbine,PP,BG,580.9481223487188,,,0.0,0.0,0.0,1973.0,1973.0,2018.0,42.2852,23.0344,"{nan, nan, nan}","{'BEYONDCOAL': {'BEYOND-BG-4'}, 'GEM': {'G100000100973', 'G100000100971', 'G100000100972'}}"
4328,Contourglobal Maritsa East,Lignite,Steam Turbine,PP,BG,837.3030080835503,,,0.0,0.0,0.0,1978.0,1978.0,2023.0,42.1449,26.0025,"{nan, nan, nan, nan}","{'BEYONDCOAL': {'BEYOND-BG-9'}, 'GEM': {'G100000106678', 'G100000106677', 'G100000106679', 'G100000106680'}}"
4329,Maritsa East,Lignite,Steam Turbine,PP,BG,1477.268082543885,,,0.0,0.0,0.0,1966.0,1966.0,2011.0,42.2564,26.132,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'BEYONDCOAL': {'BEYOND-BG-8'}, 'GEM': {'G100000106672', 'G100000106673', 'G100000106670', 'G100000106676', 'G100000106675', 'G100000106674', 'G100000106669', 'G100000106671'}}"
4330,Ruse Iztok,Hard Coal,Steam Turbine,PP,BG,368.7747826252697,,,0.0,0.0,0.0,1964.0,1964.0,2009.0,43.8664,26.0092,"{nan, nan, nan}","{'BEYONDCOAL': {'BEYOND-BG-11'}, 'GEM': {'G100000108669', 'G100000108668', 'G100000108667'}}"
4331,Sliven,Lignite,Steam Turbine,PP,BG,41.49629445347991,,,0.0,0.0,0.0,1969.0,1969.0,2014.0,42.6548,26.3259,{nan},"{'BEYONDCOAL': {'BEYOND-BG-17'}, 'GEM': {'G100000109485'}}"
4332,Kladno,Lignite,Steam Turbine,PP,CZ,374.3887899580632,,,0.0,0.0,0.0,1976.0,1976.0,2021.0,50.1535,14.1286,"{nan, nan}","{'BEYONDCOAL': {'BEYOND-CZ-18'}, 'GEM': {'G100000105794', 'G100000105793'}}"
4333,Plana,Lignite,Steam Turbine,PP,CZ,46.5,,,0.0,0.0,0.0,1961.0,1961.0,2021.0,49.3667,14.7,{nan},"{'BEYONDCOAL': {'BEYOND-CZ-36'}, 'GEM': {'G100000108022'}}"
4334,Plzenska Energetika Elu,Lignite,Steam Turbine,PP,CZ,82.99258890695982,,,0.0,0.0,0.0,1960.0,1960.0,2029.0,49.7395,13.3455,"{nan, nan}","{'BEYONDCOAL': {'BEYOND-CZ-61'}, 'GEM': {'G100000108053', 'G100000108052'}}"
