country,year,total residential space,total residential water,electricity residential,total services space,total services water,total road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,total international navigation,services electricity,agriculture electricity,agriculture oil,residential oil,residential biomass,residential gas,agriculture biomass,services oil,services biomass,services gas,residential heat oil,residential heat biomass,residential heat gas,other electricity,other oil,other gas,other biomass,other heat
AS,2035,-0.009308277035215,-0.009308277035215,0.0239834282448638,-0.0020538984716623,-0.0020538984716623,0.0121474032978118,-0.01,-0.01,-0.0504026519979839,-0.07,0.0,-0.07,0.0006049015791974,-0.0143439167560198,-0.003,-0.038,-0.0040631675611453,-0.0020637026244605,-0.0037567928413865,-0.003,-0.0037567928413865,-0.0020637026244604,-0.0193783964206932,-0.0040631675611453,-0.0010318513122302,0.0009607226991047,0.0,0.0009362973755395,-0.000961042654559,-0.0004616096846017
AS,2040,-0.0071931734375712,-0.0071931734375712,0.0240969578867789,-0.0018791024717052,-0.0018791024717052,0.0122050395604787,-0.01,-0.01,-0.0503970954803801,-0.07,0.0,-0.07,0.0007158642981924,-0.0142345953921436,-0.003,-0.038,-0.0031074315184046,-0.002000698423163,-0.0032315757618503,-0.003,-0.0032315757618503,-0.002000698423163,-0.0191157878809251,-0.0031074315184046,-0.0010003492115815,0.0009798193679423,0.0,0.0009993015768369,-0.0001488129328865,-0.0010915446613547
AS,2045,-0.0041553087990166,-0.0041553087990166,0.0241466893641583,-0.0022082595499486,-0.0022082595499486,0.0121853522171498,-0.01,-0.01,-0.0506560608564636,-0.0266620212169536,0.0,-0.0228460050212802,0.0007644713391075,-0.0141867073442031,-0.003,-0.0175660528978528,-0.0035569995683035,-0.0035862787990414,-0.0030112307398605,-0.003,-0.0030112307398605,-0.0035862787990414,-0.0087886418188566,-0.0035569995683035,-0.0017931393995207,0.0009881846330687,0.0,-0.0005862787990414,-0.0003750766254892,-0.000580567466057
AS,2050,-0.0092602200495411,-0.0092602200495412,0.0391878824256459,0.001337450515606,0.001337450515606,0.0120767106039519,-0.01,-0.01,-0.0401682740058961,-0.07,-0.02145983464973,-0.07,0.0154655806782978,0.0002969439038038,-0.003,-0.038,-0.0032648766387178,-0.0037231136442252,-0.0033926649716482,-0.003,-0.0033926649716482,-0.0037231136442252,-0.0191963324858241,-0.0032648766387178,-0.0193615568221126,0.0035182435496024,-0.0124020935909972,-0.0007231136442252,-0.0003074727496946,-0.000522949325463
AD,2025,-0.053147752473294,-0.053147752473294,-0.0532818572776619,-0.0600628636086688,-0.0600628636086688,-0.0507438796145354,-0.08,-0.08,-0.07,-0.0606601588523404,-0.07,-0.07,-0.0572529477900047,-0.051611608900769,-0.073,-0.073,-0.0134432574198822,-0.073,-0.0501521570075286,-0.059846349637142,-0.0501521570075286,-0.073,-0.073,-0.0134432574198822,-0.073,-0.0392212256963055,-0.07,-0.07,-0.0104432574198822,0.07
AD,2030,-0.0119613371143929,-0.0119613371143929,0.0215686335714137,-0.0131711413340713,-0.0131711413340713,-0.0527363750142193,-0.0323597254792612,-0.0323597254792612,0.073413970319231527e-05,0.0669741006140833,-0.010927415219489,0.0296587692682022,-0.0299334398423563,-0.0058572704540359,-0.0185490152926939,-0.0413401626488208,0.0433889571860324,-0.0029086206101246,-0.0049383677638157,-0.0149041371199886,-0.0049383677638156,-0.0029086206101246,0.0018278802457537,0.0433889571860324,-0.0219273235864636,0.0,-0.0383401626488208,9.137938987535676e-05,0.0463889571860324,-0.0600064821621646
AD,2035,-0.0099904937650447,-0.0099904937650446,0.0173127546696978,-0.004404712526511,-0.004404712526511,-0.0223452232832418,-0.0211798627396306,-0.0211798627396306,-0.0002399730856866,0.0658715671294318,-0.0062134630188567,0.0285947947347718,-0.0339768398255562,-0.01,9.533360519483995e-06,-0.0309073824645139,0.067,-0.0022060873053066,0.0252173736242631,-0.0066532965994441,0.0252173736242631,-0.0022060873053068,0.019546308767743,0.067,-0.0160923979326998,0.0,-0.0279073824645139,0.0007939126946931,0.07,-0.0583855809141466
AD,2040,-0.0355460164094989,-0.0355460164094989,0.0173127546696978,-0.0155344859376505,-0.0155344859376505,-0.047435788788867,-0.08,-0.08,2.8846126404774575e-05,0.0664515300265986,-0.0352001019254329,0.0291544745644644,-0.0339768398255562,-0.01,-0.0144516817467548,-0.0691241318144598,0.0667603835689511,-0.0039258325542365,0.0255647965794794,-0.0498000679502886,0.0255647965794794,-0.0039258325542365,0.00043793409277,0.0667603835689511,-0.0369629162771182,0.0,-0.0661241318144598,-0.0009258325542365,0.0697603835689511,-0.058693506472926
AD,2045,0.0330154508702983,0.0330154508702982,0.0293260101050376,0.010565450784745,0.010565450784745,0.0699999999999999,0.06,0.06,-0.0007122597874929,-0.07,0.0350000675131028,-0.07,-0.0225633579227125,0.0016938638021701,0.0145000337565514,0.0607735213833734,0.065851138278367,-0.0038139460259047,0.0249723954121953,0.0436667116754018,0.0249723954121955,-0.0038139460259046,0.0653867606916867,0.065851138278367,0.0330930269870476,0.0,0.0637735213833734,-0.0008139460259047,0.068851138278367,-0.0589618260690161
AD,2050,0.0153352180986673,0.0153352180986673,-0.051906299152923,-0.0166112267163429,-0.0166112267163429,-0.0699999999999999,-0.08,-0.08,-0.0005405700002447,0.07,-0.0352007453300821,0.07,-0.08,-0.0773787544328468,-0.020600372665041,-0.0667735213833734,0.0653047867074094,-0.0036444099786505,0.067,-0.0498004968867214,0.067,-0.0036444099786505,0.0016132393083132,0.0653047867074094,-0.0368222049893252,-0.0675604600086486,-0.0637735213833734,-0.0006444099786505,0.0683047867074094,-0.0588647934683579
AO,2025,0.067,0.067,0.06,0.06525,0.06525,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.067,0.067,0.0669999999999999,0.067,0.067,0.067,0.067,0.067,0.067,0.0669999999999999,0.067,0.0699999999999999,0.0699999999999999,0.07,0.0699999999999999,0.07
AO,2030,-0.0184783668211441,-0.0184783668211441,-0.0569950327382992,-0.0476224257374568,-0.0476224257374568,-0.0256098538865725,-0.0159032632044837,-0.0159032632044837,-0.07,-0.07,-0.07,-0.0429808065625704,-0.08,-0.08,-0.073,-0.0036300685561406,-0.0185150332884968,-0.0362625930888897,-0.0037587040771564,-0.0704684057837809,-0.0037587040771564,-0.0362625930888897,-0.0093894050204744,-0.0185150332884968,-0.0531312965444449,-0.0618392258020875,-0.0173199267151079,-0.07,-0.0155150332884968,0.0009022794559231
AO,2035,-0.0086959993565589,-0.0086959993565589,0.0427824910912944,-0.0128487523589285,-0.0128487523589285,-0.054944792942313,-0.071013733369216,-0.071013733369216,-0.07,-0.07,-0.07,-0.037190644213387,0.0094000911317313,0.0094000911317315,-0.073,0.0008241109154204,-0.0176783379930833,0.0128213106040244,-0.0031456230736714,-0.0704707880977984,-0.0031456230736714,0.0128213106040244,-0.0068601892615212,-0.0176783379930833,-0.0285893446979877,0.0,-0.0173831030750535,-0.0473905025420384,-0.0146783379930833,0.0002650586175788
AO,2040,-0.0065508113722541,-0.0065508113722541,0.022747103173693,-0.0170096943750497,-0.0170096943750497,-0.0195106413169825,0.005432783398834,0.005432783398834,-0.07,-0.07,-0.07,-0.0371307047532745,-0.01,-0.01,-0.073,0.0008702203501255,-0.0154026154503996,0.0128914567489923,-0.0004599632839106,-0.0704702709652807,-0.0004599632839106,0.0128914567489923,-0.0055136426935607,-0.0154026154503996,-0.0285542716255038,0.0,-0.0160788994210521,-0.0473247214019807,-0.0124026154503996,-0.0006307635582241
AO,2045,-0.0087163317630345,-0.0087163317630345,0.0275224969640109,-0.0167686765109069,-0.0167686765109069,-0.0287065132778224,-0.0075041290760411,-0.0075041290760411,-0.07,-0.07,-0.07,-0.0370706788553937,-0.0053760279010777,-0.0053760279010777,-0.073,0.0009163962785326,-0.0185188483461591,0.0129096487022035,-0.0041375387469552,-0.0704707880977984,-0.0041375387469553,0.0129096487022035,-0.0073028621459153,-0.0185188483461591,-0.0285451756488982,0.0,-0.0163149529944258,-0.0473076614848226,-0.0155188483461591,0.0002500146812655
AO,2050,-0.0086849869002898,-0.0086849869002898,0.041477320586267,-0.0134193587731157,-0.0134193587731157,-0.0361273606961357,-0.0189410894948637,-0.0189410894948637,-0.07,-0.07,-0.07,-0.0370706788553937,0.0081363059310598,0.0081363059310598,-0.073,0.0009163962785327,-0.0186163481088072,0.0129096487022035,-0.0042526016279278,-0.0704707880977984,-0.0042526016279278,0.0129096487022035,-0.0073595650782283,-0.0186163481088072,-0.0285451756488982,0.0,-0.0164664572756096,-0.0473076614848226,-0.0156163481088072,0.0004439671917833
AI,2025,-0.0684814893572416,-0.0684814893572416,-0.08,-0.07475,-0.07475,-0.07,-0.08,-0.08,-0.07,0.07,-0.07,-0.07,-0.08,-0.08,-0.073,-0.073,-0.0594444680717249,-0.073,-0.073,-0.073,-0.073,-0.073,-0.073,-0.0594444680717249,-0.073,-0.07,-0.07,-0.07,-0.0571084124927016,-0.07
AI,2030,0.004816769899396,0.004816769899396,-0.0027629134959379,-0.0042331994641508,-0.0042331994641508,-0.0057958281893691,-0.0101661277595436,-0.0101661277595436,0.0005025420579622,0.0023900953555107,-0.0030305892716545,-0.0015255823274564,-0.0165916983775168,-0.0087958311317483,-0.0022710044050362,0.0455893638977945,-0.0063103579488183,-0.00160278157065,0.0011033436647638,0.0001583384267996,0.0011033436647638,-0.0016027815706501,0.021139502974488,-0.0063103579488183,-0.0008844546650968,0.0,0.0485893638977945,0.0013972184293498,-0.0045784386415568,-0.0005817639409234
AI,2035,0.0030339189126808,0.0030339189126809,-0.012024083882981,-0.006713273796249,-0.006713273796249,-0.0138725955931517,-0.0182368641846049,-0.0182368641846049,0.0004908776905777,0.0023900953555107,-0.01107820354162,-0.0015255823274564,-0.0257257182309367,-0.0180015310849631,-0.0062703321180922,0.0455893638977945,-0.005036194448319,-0.0028214452382584,0.0023869848076515,-0.0006929165234524,0.0023869848076515,-0.0028214452382584,0.0217765847247377,-0.005036194448319,-0.0055291547114316,0.0,0.0485893638977945,0.0001785547617415,-0.0053650339039116,-0.000511940029169
AI,2040,-0.0053977704000801,-0.0053977704000801,-0.0114133464857603,-0.0093651430141188,-0.0093651430141188,0.0080435157494453,-0.0175468758114332,-0.0175468758114332,-0.0002493719411036,-0.0363526323287565,-0.0103901919419839,-0.0401169677001092,-0.0251233659063057,-0.0173944517424983,-0.0102149019041269,0.005061018330191,-0.0157939852107302,-0.0033223302639258,-0.0084508259001557,-0.0005640499860881,-0.0084508259001556,-0.0033223302639258,-0.0038664834402696,-0.0157939852107302,-0.0054346030376795,0.0,0.008061018330191,-0.0003223302639258,-0.0155959124657148,0.0014384875398163
AI,2045,0.0007666811156258,0.0007666811156258,-0.0025290305858415,-0.009606663879682,-0.009606663879682,-0.0241902059777954,-0.0175468758114331,-0.0175468758114331,-0.0012684160783237,-0.0006518674917654,-0.0103901919419839,-0.00455566223007,-0.0163610265450251,-0.0085633490798528,-0.0098772845483959,0.0424071996866699,-0.0163038149299438,-0.0038184381493468,-0.0089644478985829,-0.009282742925773,-0.0089644478985829,-0.0038184381493469,0.014551692378363,-0.0163038149299438,-0.00568265698039,0.0,0.0454071996866699,-0.0008184381493469,-0.0160807709333751,0.0005075520267477
AI,2050,0.0016745011294509,0.0016745011294509,-0.0025226637205846,-0.0064857607346623,-0.0064857607346623,0.0224781148075493,-0.0104887115072804,-0.0104887115072804,0.072433252780275073e-05,0.0023900953555107,-0.0033522488371292,-0.0015255823274564,-0.01635474709316,-0.0085570203493848,0.0046917733044809,0.0455893638977945,-0.0163384396056369,-0.0022075605922267,-0.0089993301238713,0.001618594870609,-0.0089993301238714,-0.0022075605922267,0.0161254621460788,-0.0163384396056369,-0.0013481360497535,0.0,0.0485893638977945,0.0007924394077732,-0.0161136997065853,-0.0014411912164319
AG,2025,-0.0466807462209865,-0.0466807462209865,-0.08,-0.07475,-0.07475,-0.07,-0.08,-0.08,-0.07,0.07,-0.07,0.07,-0.08,-0.08,-0.038,-0.0578202368592699,-0.0092220018036895,-0.073,-0.073,-0.073,-0.073,-0.073,-0.0578202368592699,-0.0092220018036895,-0.073,-0.0686047574051159,-0.0548202368592699,-0.07,-0.0062220018036895,-0.07
AG,2030,0.0028286783947736,0.0028286783947735,-0.0084101659601961,0.0226760473072116,0.0226760473072116,0.0597411163468106,-0.0155816534093969,-0.0155816534093969,0.0471898003296457,-0.063433471766389,0.0371368574549374,-0.0438171307174888,0.0111591607375262,-0.0138758404635038,-0.0055013457511012,0.0033758918246047,-0.0607288067570455,-0.0025537816176467,0.067,0.0150988101089672,0.067,-0.0025537816176467,-0.0333120540876976,-0.0607288067570455,0.0057943149655593,0.0029727529295924,0.0063758918246047,0.000446218382353,-0.0577288067570455,3.016419245969552e-05
AG,2035,-0.0354508396613303,-0.0354508396613303,-0.0084101659601962,-0.0178668102878856,-0.0178668102878856,-0.0540730263651831,-0.01,-0.01,0.0457530625431741,-0.0635962830354927,0.0363353172326242,-0.0439833520608211,0.0111591607375262,-0.0138758404635038,-0.0393378516732871,0.0084332855772005,-0.0627346687874641,-0.0029974242077736,-0.073,-0.0066289776812952,-0.073,-0.0029974242077736,-0.0132833572113997,-0.0627346687874641,0.0084186757971847,0.0029727529295924,0.0114332855772005,2.575792226400253e-06,-0.0597346687874641,0.0006533009371334
AG,2040,-0.00017461563907,-0.00017461563907,-0.0018093183383481,0.0209546735109252,0.0209546735109252,0.0586100490273464,-0.0217594004683354,-0.0217594004683354,0.0452807861313583,0.0130654119894001,0.07,0.0342840184923562,0.0178889774634961,-0.0073110136590811,0.0215066375275932,0.0061059322722264,-0.025265328541114,-0.0033704187348591,0.067,0.0023001353150641,0.067,-0.0033704187348591,0.0030529661361132,-0.025265328541114,0.0022358557635457,0.0029727529295924,0.0091059322722264,-0.000370418734859,-0.022265328541114,-0.000947339239666
AG,2045,0.001618449287809,0.001618449287809,0.0060019269982132,-0.0117231587354946,-0.0117231587354946,0.0023406011481891,-0.0154859547444416,-0.0154859547444416,0.0462698653602418,-0.0640748130268835,0.07,-0.044471904839948,0.0258528409743962,0.0004576057212014,-0.013788471376074,0.0033929263605354,-0.0319753492869054,-0.0040083674048013,-0.073,0.0042628914884263,-0.073,-0.0040083674048013,0.0016964631802677,-0.0319753492869054,0.0051158204852416,0.0029727529295924,0.0063929263605354,-0.0010083674048013,-0.0320080999791119,-0.0009679884027947
AG,2050,-0.0040070117495647,-0.0040070117495648,0.0060019269982132,0.0026073219880356,0.0026073219880356,0.0012272014740217,-0.0215672033528529,-0.0215672033528529,0.0258771158292837,0.0130053327534487,0.0364065224058564,0.0342226808996871,0.0258528409743961,0.0004576057212014,-0.0055800137918456,0.0062741333309993,-0.0524693375749282,-0.001961494422478,0.0620276921676744,-0.0104620585997754,-0.003,-0.001961494422478,0.0031370666654996,-0.0524693375749282,0.0030383225708252,0.0029727529295924,0.0092741333309993,0.0010385055775219,-0.0494693375749282,0.000288099839798
AR,2025,-0.0543230341764819,-0.0543230341764819,-0.0769193670991411,-0.0072623766522161,-0.0072623766522161,-0.0289057702763169,-0.0578147360939141,-0.0578147360939141,0.07,0.07,0.07,-0.07,-0.08,-0.08,-0.0320839424808581,-0.0330936345870077,-0.073,-0.0568754679424381,0.0098784818537212,0.0033470108494965,0.067,-0.0193965174583611,-0.0330936345870077,-0.073,-0.0568754679424381,-0.0620943828546994,-0.0233101693945029,-0.0492012415486634,-0.0645067003374916,-0.07
AR,2030,0.0020520748388377,0.0020520748388377,0.0216018434844558,0.0156888611825624,0.0156888611825624,0.013621012220277,0.0154853776828216,0.0154853776828216,0.0320776374113551,0.0378434741116084,0.068989590686569,-0.0538867764654035,0.012424350058164,-0.0383523547045133,0.0104176607486063,0.0289604120215186,-0.0423475526554781,0.024070407216527,0.0112296817530892,0.007021173110523,0.0394345103801384,0.0038754111814244,-0.0205197939892406,-0.0423475526554781,0.0247778924496743,-0.0426925451699951,0.0217551109596413,0.0316876882356724,-0.0174191306850908,-0.0072034931953347
AR,2035,-0.0217479314755211,-0.0217479314755211,0.06,0.007854104895089,0.007854104895089,-0.0209260319212478,-0.0153761739783619,-0.0153761739783619,0.0583139882611054,0.0187580078412943,0.068989590686569,-0.0598347323107609,0.0533422522552026,0.0005334399441781,-0.0179723009162995,0.0099831325692434,-0.0684870907401346,-0.0127343968900133,-0.0160837290041876,-0.0010816601181218,0.0113615378751738,-0.0322057104318984,-0.0300084337153782,-0.0684870907401346,-0.0090552854341876,-0.0426925451699951,-0.0021859909836399,-0.0052825749496423,-0.0551707209078713,-0.0031788330261021
AR,2040,-0.0267091070233338,-0.0267091070233338,0.0382428306616052,0.0016270863950797,0.0016270863950797,-0.0210912725696267,-0.0171241559661175,-0.0171241559661175,-0.0264066436498171,-0.0244365532056703,0.0689895906865689,-0.07,0.0289172931508734,-0.0226785013586771,-0.0205019422882017,-0.0329665781790662,-0.0684870907401346,-0.0127683090211989,-0.0160837290041876,-0.0015315296873244,0.0113615378751736,-0.0322389557584034,-0.0514832890895331,-0.0684870907401346,-0.0099462324936582,-0.0426925451699951,-0.0150836598702181,-0.0053166395356532,-0.0551707209078713,0.0009030138225918
AR,2045,-0.034533428221632,-0.034533428221632,-0.0493529159729472,-0.0211443239606419,-0.0211443239606419,-0.0223899079877765,-0.0337121755294528,-0.0337121755294528,-0.0264483506780878,-0.0340116436048965,0.0689895906865689,-0.07,-0.0578991708622032,-0.08,-0.0357465333042106,-0.0424873917506762,-0.0684870907401346,-0.0127683090211989,-0.0160837290041877,-0.0058007070971347,0.0113615378751738,-0.0322389557584034,-0.0562436958753381,-0.0684870907401346,-0.0182402422753259,-0.0426925451699951,-0.0277646846094498,-0.0053166395356532,-0.0551707209078713,0.0063758970293789
AR,2050,-0.0111189543999403,-0.0111189543999403,-0.08,-0.0251161977974984,-0.0251161977974984,-0.0204998822169053,-0.0095700768124116,-0.0095700768124116,-0.0263297182461701,0.0311088442155527,0.0689895906865689,-0.0559856133860854,-0.08,-0.08,-0.0124394770660667,0.0222639576758426,-0.0684870907401346,-0.0127683090211989,-0.0160837290041876,0.000412626693236,0.0113615378751738,-0.0322389557584034,-0.0238680211620786,-0.0684870907401346,-0.0061691929168052,-0.0426925451699951,0.0047189643154952,-0.0053166395356533,-0.0551707209078713,0.011355521544859
