country,year,total residential space,total residential water,electricity residential,total services space,total services water,total road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,total international navigation,services electricity,agriculture electricity,agriculture oil,residential oil,residential biomass,residential gas,agriculture biomass,services oil,services biomass,services gas,residential heat oil,residential heat biomass,residential heat gas,other electricity,other oil,other gas,other biomass,other heat
BE,2050,-0.0711921868724521,-0.0711921868724521,0.06,-0.0294527025391862,-0.0294527025391862,-0.0209562256194131,-0.08,-0.08,0.0029960828889234,-0.0692827293446842,-0.07,-0.0561902895911396,0.06,0.06,-0.071866483055444,-0.073,-0.0711531212347128,-0.073,-0.0028020844218125,-0.070573428920394,-0.0342373812363507,-0.073,-0.0715,-0.0711531212347128,-0.0715,0.0699999999999999,-0.0692955996427478,-0.07,-0.0690741480629374,0.024579035491516
BZ,2025,-0.0379246894777427,-0.0379246894777427,-0.037006016583827,-0.0211554920831068,-0.0211554920831068,-0.0631804364898244,-0.0616392564638541,-0.0616392564638541,0.0365293885484477,-0.008426577933468,-0.060819628231927,-0.0306844408742212,-0.0242188092027647,-0.0309419496025954,-0.0585809243345188,0.0042453663583188,-0.0636162756618845,-0.0544031591296626,-0.073,0.067,-0.073,-0.0544031591296626,0.0042453663583188,-0.0636162756618845,-0.0544031591296626,-0.0335712984255065,-0.011354957945822,-0.0514031591296626,-0.0606162756618845,-0.07
BZ,2030,-0.0218511239725444,-0.0218511239725444,-0.0246436629861389,0.01017196337989,0.01017196337989,0.0483864509941438,0.06,0.06,-0.0664340472468106,0.07,0.0,0.07,0.0418189165157297,0.0012610310992123,0.0145,0.067,-0.073,-0.073,0.0048689370038306,0.067,0.0048689370038306,-0.073,-0.0015,-0.073,-0.0015,0.0048253860022116,0.07,-0.07,-0.07,-0.07
BZ,2035,0.04442762272106,0.04442762272106,0.0182984106370498,0.03025,0.03025,-0.0143897049894102,-0.08,-0.08,0.0278168895818427,0.0349942256806109,0.0,0.0008231948042111,0.06,0.0453320377173118,-0.0027942012989472,0.067,0.0625657363263604,-0.073,0.067,0.067,0.067,-0.073,0.0685,0.0625657363263604,-0.0715,0.001092348692047,0.0344366033097525,-0.07,0.0655657363263604,-0.07
BZ,2040,-0.0464702977340292,-0.0464702977340292,-0.08,-0.0600075479088295,-0.0600075479088295,0.07,0.06,0.06,0.0568768249536808,-0.0412625511910406,0.0,-0.07,-0.0210301916353182,-0.0591646304994914,-0.003,0.067,-0.0628217864041757,-0.073,-0.073,-0.073,-0.073,-0.073,-0.0015,-0.0628217864041757,-0.0015,0.0048253860022116,0.0682720861969067,-0.07,-0.0598217864041757,-0.07
BZ,2045,-0.0226655676731815,-0.0226655676731815,-0.0292728118541869,0.0089472869438302,0.0089472869438302,0.0096521389629595,-0.01,-0.01,0.0278168895818427,0.0349942256806109,0.0,0.000823194804211,0.0368775301726572,-0.0034898165703733,-0.0027942012989472,0.067,-0.0672560500778153,-0.073,0.0049116176026636,0.067,0.0049116176026637,-0.073,-0.0015,-0.0672560500778153,-0.0365,-0.0048253860022116,0.0477265073776443,-0.07,-0.0642560500778153,-0.07
BZ,2050,0.0668036310673626,0.0668036310673626,0.028152275039592,0.06525,0.06525,-0.0459581560476302,-0.01,-0.01,-0.0568768249536808,0.07,0.035,0.07,0.06,0.0554449569747506,0.0145,0.067,0.0568217864041757,0.067,0.067,0.067,0.067,0.067,0.0685,0.0568217864041757,0.0335,0.06510800277965,0.0477265073776443,0.07,0.0598217864041757,0.07
BJ,2025,0.067,0.067,0.06,0.06525,0.06525,0.07,0.06,0.06,0.07,0.07,0.07,-0.07,0.06,0.06,0.0669999999999999,0.067,0.0669999999999999,0.067,0.067,0.067,0.067,0.067,0.067,0.0669999999999999,0.067,0.07,0.0449716769610589,0.07,0.07,0.0475774090748264
BJ,2030,0.0435072864630237,0.0435072864630237,-0.0390255735131572,0.0198205697873515,0.0198205697873515,-0.0039005874326398,-0.01,-0.01,-0.07,-0.0502445460512235,-0.0345873882904882,-0.07,0.0196879677389205,0.06,-0.073,0.067,0.0570437187781425,-0.073,0.067,0.0655943114104857,0.067,-0.073,0.0685,0.0570437187781425,-0.0365,0.0,-0.0012116037126801,-0.07,0.0600453589570659,-0.07
BJ,2035,-0.0356703098981785,-0.0356703098981785,-0.0390255735131572,0.0023205697873515,0.0023205697873515,-0.0039005874326398,-0.01,-0.01,-0.07,-0.0502445460512235,-0.0347287452357525,-0.07,0.0196879677389205,0.06,-0.073,0.067,0.0019781406109287,-0.073,-0.073,0.0655943114104857,-0.003,-0.073,-0.0015,0.0019781406109287,-0.0365,0.0,-0.0012116037126801,-0.07,0.004977320521467,0.0581421567757886
BJ,2040,-0.0231739531296904,-0.0231739531296904,-0.0390255735131572,0.0198205697873515,0.0198205697873515,-0.0039005874326398,-0.01,-0.01,-0.07,-0.0502445460512235,-0.0347287452357525,-0.07,0.0196879677389205,0.0556990371647676,-0.073,0.067,-0.0630437187781425,0.067,-0.073,0.0655943114104857,-0.073,0.067,-0.0015,-0.0630437187781425,0.0335,0.0,-0.0015695646147267,0.07,-0.0600453589570659,0.07
BJ,2045,-0.0465072864630237,-0.0465072864630237,-0.0390255735131572,-0.0151794302126484,-0.0151794302126484,-0.0039005874326398,-0.01,-0.01,-0.07,-0.0502445460512235,-0.0347287452357525,0.0,0.0196879677389205,0.0393786613633517,-0.0729410822400516,0.067,-0.0630437187781425,-0.073,-0.073,0.0655943114104857,-0.073,-0.073,-0.0015,-0.0630437187781425,-0.0365,0.0,-0.0029133636679128,-0.07,-0.0600453589570659,-0.07
BJ,2050,-0.0465072864630237,-0.0465072864630237,-0.0390255735131572,-0.0151794302126484,-0.0151794302126484,-0.0039005874326398,-0.01,-0.01,-0.07,-0.0502445460512235,-0.0347287452357525,0.0,0.0196879677389205,0.0295719974740122,-0.0728238621757542,0.067,-0.0630437187781425,-0.073,-0.073,0.0655943114104857,-0.073,-0.073,-0.0015,-0.0630437187781425,-0.0365,0.0,-0.003609433347123,-0.07,-0.0600453589570659,-0.07
BM,2025,-0.0263333333333333,-0.0263333333333333,-0.08,-0.0719340547340472,-0.0719340547340472,-0.07,-0.08,-0.08,-0.07,0.07,-0.0440760239077204,0.07,-0.08,-0.08,-0.0295521642021417,0.067,-0.073,-0.073,-0.073,-0.0617362189361889,-0.073,-0.073,0.067,-0.073,-0.073,-0.07,0.07,-0.07,-0.07,-0.07
BM,2030,0.0382066672949433,0.0382066672949433,-0.0037937599483887,0.0110133433505902,0.0110133433505902,-0.0017855051294997,0.0011832014571615,0.0011832014571615,-0.0004780946882209,0.0670112631237591,-0.0481409294931131,0.0411229470635667,-0.0307550564995808,-0.0029069587116484,0.0130140186955441,0.0588685530279392,0.067,-0.002435967938921,0.067,0.0102443978408631,0.067,-0.0024359679389211,0.0644342765139696,0.067,0.0043736167591203,0.0011371703000427,0.0618685530279392,0.0005640320610788,0.07,0.0005761150663843
BM,2035,0.0101356487685965,0.0101356487685965,-0.0028954189536964,-0.0243563530406151,-0.0243563530406151,-0.0017855051294997,0.0011832014571617,0.0011832014571617,0.0003627534761464,0.0669147310249844,-0.0552253870854187,0.0410287570707935,-0.029880786552153,-0.0020078259807563,0.0076038978259325,0.0587724861881698,-0.043511362589339,-0.004905787146679,-0.0354474378798311,-0.0271914005837973,-0.0354474378798312,-0.004905787146679,0.0095096456212502,-0.043511362589339,0.0031387071552413,0.0012166239710575,0.0617724861881698,-0.001905787146679,-0.040511362589339,-0.0008518614053074
BM,2040,-0.0097360047351337,-0.0097360047351337,-0.0139416629826011,-0.01964779441826,-0.01964779441826,-0.0142473614203617,-0.01,-0.01,-0.0002909829224066,0.0142706283737357,-0.055057101792912,-0.0103380702458434,-0.0406310464684717,-0.0130638054122814,-0.0113505196411174,0.0063821140902401,-0.0434974259675253,-0.0020878523844086,-0.0354330341816209,-0.0004392446385385,-0.0354330341816209,-0.0020878523844086,-0.0166783929580427,-0.0434974259675253,-0.0010439261922043,0.0002396401261609,0.0093821140902401,0.0009121476155913,-0.0404974259675253,-0.0004247743753299
BM,2045,0.0005228876269797,0.0005228876269797,-0.0138352681884349,-0.0190996867558898,-0.0190996867558898,-0.021899462360727,-0.01,-0.01,0.0004228914505002,0.0675562774858409,-0.0516849804573767,0.0416547380375265,-0.0405275025228521,-0.0129573168490335,0.0008650447878392,0.0594109405659573,-0.0433621474561997,-0.0033358644054159,-0.0352932219030417,0.0027578418077506,-0.0352932219030417,-0.0033358644054159,0.0099053985746336,-0.0433621474561997,-0.0016679322027079,0.0002490502020935,0.0624109405659573,-0.0003358644054159,-0.0403621474561997,-0.0001695261889434
BM,2050,-0.0258586275999909,-0.0258586275999909,-0.0036666229093716,-0.0230438308397954,-0.0230438308397954,0.0544300884869892,-0.01,-0.01,0.00098696908693,-0.07,-0.0480848706932844,-0.07,-0.0306313260975684,-0.0027797096227566,-0.001010244171187,-0.073,-0.0431317822454032,-0.0028085355410678,-0.0350551361589628,-0.0236803255615827,-0.0350551361589628,-0.0028085355410678,-0.0561819277004475,-0.0431317822454032,-0.0014042677705339,0.0011484149215522,-0.07,0.0001914644589321,-0.0401317822454032,0.0001974234554388
BT,2025,-0.0721163391521002,-0.0721163391521002,-0.08,-0.061476541371725,-0.061476541371725,0.07,0.0232099522190532,0.0232099522190532,-0.07,0.07,-0.002307001040667,-0.07,-0.08,-0.08,-0.0391535005203335,-0.073,-0.0703490174563005,-0.073,-0.0650348314597887,-0.0278713340271113,-0.0650348314597886,-0.073,-0.073,-0.0703490174563005,-0.073,-0.0051358426025104,-0.07,-0.07,-0.0673526321508906,-0.07
BT,2030,0.0446733739423691,0.0446733739423691,0.06,0.0146124723524766,0.0146124723524766,0.07,0.0123496682297195,0.0123496682297195,-0.07,0.07,-0.0238251658851402,0.07,0.06,0.06,0.0200874170574298,0.067,0.0640402436542147,-0.073,0.067,0.0044498894099065,0.067,-0.073,0.0685,0.0640402436542147,-0.0253251658851402,-0.0225375947415942,0.0419299488115559,-0.07,0.0670442793711893,-0.07
BT,2035,-0.0476733739423691,-0.0476733739423691,-0.0355708672272564,-0.0207151752448346,-0.0207151752448346,-0.07,-0.08,-0.08,0.07,-0.07,0.0,-0.07,-0.0505273676460051,-0.0604884423494449,-0.038,-0.073,-0.0700402436542147,0.067,-0.073,-0.0263333333333333,-0.073,0.067,-0.0715,-0.0700402436542147,-0.0015,0.0338354218661009,-0.0419299488115559,0.07,-0.0670442793711893,0.07
BT,2040,0.0446733739423691,0.0446733739423691,0.06,0.0185833333333333,0.0185833333333333,0.07,0.06,0.06,-0.07,0.07,0.0,0.07,0.06,0.06,0.032,0.067,0.0640402436542147,-0.073,0.067,0.0203333333333333,0.067,-0.073,0.0685,0.0640402436542147,-0.0015,-0.0225375947415942,0.0419299488115559,-0.07,0.0670442793711893,-0.07
BT,2045,-0.0476733739423691,-0.0476733739423691,-0.0355708672272564,-0.0207151752448346,-0.0207151752448346,-0.07,-0.08,-0.08,0.07,-0.07,0.0,-0.07,-0.0505273676460051,-0.0604884423494449,-0.038,-0.073,-0.0700402436542147,0.067,-0.073,-0.0263333333333333,-0.073,0.067,-0.0715,-0.0700402436542147,-0.0015,0.0338354218661009,-0.0419299488115559,0.07,-0.0670442793711893,0.07
BT,2050,0.0446733739423691,0.0446733739423691,0.06,0.0185833333333333,0.0185833333333333,0.07,0.06,0.06,-0.07,0.07,0.0,0.07,0.06,0.06,0.032,0.067,0.0640402436542147,-0.073,0.067,0.0203333333333333,0.067,-0.073,0.0685,0.0640402436542147,-0.0015,-0.0225375947415942,0.0419299488115559,-0.07,0.0670442793711893,-0.07
BO,2025,0.023388282571445,0.023388282571445,0.06,0.0561122565434599,0.0561122565434599,0.07,0.06,0.06,0.0681257240668064,0.07,0.0652438151161099,0.0298151521615712,0.06,0.06,0.067,0.049070305002225,-0.0459054572878899,0.067,0.0304490261738398,0.067,0.0304490261738398,0.067,0.049070305002225,-0.0459054572878899,0.067,0.07,0.0596896650497842,0.0699999999999999,-0.0429054572878899,0.07
BO,2030,-0.0282994803216283,-0.0282994803216284,0.06,0.0071116069632552,0.0071116069632552,0.0029974672427074,-0.0134731146000314,-0.0134731146000314,-0.0073874570236371,-0.0127718841567484,0.0263354694042512,0.0039683722661389,0.0543723910201789,0.0562119906709245,-0.0007589483107985,0.0094280909566328,-0.0587742702442158,0.0627310445430807,-0.065075857785587,0.0099673263349836,-0.0650758577855871,0.0291825682834453,-0.0302859545216835,-0.0587742702442158,0.0296289649715246,0.0013028538246299,0.0017437092373534,0.0041096171131795,-0.0557742702442158,-0.0005161886936291
BO,2035,-0.0101222029017703,-0.0101222029017702,-0.0317525444110482,0.0097861475155548,0.0097861475155548,0.0267610568599981,-0.0117504715364564,-0.0117504715364564,-0.0533038357742148,-0.0294578051536346,0.0290380636497883,-0.0130004890073229,-0.0401765653788456,-0.0385003786732661,0.0009735725283451,-0.0076837546944617,-0.0550169366147029,0.067,0.0124586901348208,0.0115052658341023,0.0124586901348208,0.0553571994721419,-0.0388418773472308,-0.0550169366147029,0.0326247642317717,-0.0017052234708584,-0.0079849200563816,0.0266905362857306,-0.0520169366147029,-0.000192249660868
BO,2040,-0.0036784229050755,-0.0036784229050755,0.06,0.0312439911344199,0.0312439911344199,0.0160057259056614,-0.0133497736175875,-0.0133497736175875,0.0103839076425929,-0.0058923025090364,-0.0053897757105878,0.0109646097900528,0.06,0.06,-0.0006349000811199,0.0164832807373899,-0.0546821143255535,0.067,0.0126359193708726,0.0100774425701873,0.0126359193708726,0.0422626025966198,-0.026758359631305,-0.0546821143255535,0.0318251131912062,0.0015717115312289,0.0058116872255562,0.0168339050924571,-0.0516821143255535,0.0002881864644739
BO,2045,-0.0047266031687051,-0.0047266031687051,0.06,0.0282381169908118,0.0282381169908118,0.0051136743594828,-0.0135273167039633,-0.0135273167039633,-0.0168449515376431,-0.0203601402817578,-0.0367636583519816,-0.0037485566056213,0.0592283669146461,0.06,-0.000813461214007,0.0016461370808853,-0.0550960237676749,0.0647822940156985,0.0126359193708724,0.0099189358364905,0.0126359193708724,0.031169245841238,-0.0341769314595573,-0.0550960237676749,0.0306274886558676,0.00150181490534,-0.0029104825681675,0.0060422616890322,-0.0520960237676749,0.0003689846300971
BO,2050,-0.0063104689935708,-0.0063104689935708,0.06,0.0283776462282645,0.0283776462282645,0.0049458055454672,-0.0136977479624497,-0.0136977479624497,-0.0061391845285581,-0.0330637666583244,-0.0174562336140188,-0.0166675961776099,0.06,0.06,-0.0009848697392045,-0.0113817619368282,-0.0592233611536831,0.0647189410148229,0.0126359193708726,0.0097667783931681,0.0126359193708726,0.0311078871490173,-0.0406908809684141,-0.0592233611536831,0.0305105965261865,0.0017156363194081,-0.0107679818774836,0.0059825718096973,-0.0562233611536831,0.0005628715799103
BA,2025,-0.0264088688348622,-0.0264088688348622,-0.08,-0.07475,-0.07475,-0.060606674872503,-0.08,-0.08,-0.07,0.07,-0.07,-0.07,-0.08,-0.08,0.0500955931717477,-0.073,0.0667733934954131,-0.073,-0.073,-0.073,-0.073,-0.073,-0.073,0.0667733934954131,-0.073,-0.07,-0.07,-0.07,0.068374879950611,-0.07
BA,2030,0.0463580181468552,0.0463580181468552,0.0212616502803777,0.0127876014704019,0.0127876014704019,0.0575966243062219,0.0312117451268357,0.0312117451268357,0.0038154514281839,0.07,-0.0143941274365821,0.0523290668656685,0.0464288123526157,0.0377512559180023,0.067,-0.0431997779506212,0.0667733934954131,0.0445744933363392,-0.0248829406504815,-0.0658274084863267,0.0332028606755822,0.0373461413397363,0.0134001110246893,0.0667733934954131,-0.0111206246985686,0.03274948475241,0.0163679149585199,0.0549781190611258,0.0684716049896894,0.0138396332476259
BA,2035,0.0413931682260851,0.0413931682260851,0.0027337128546677,0.0159142130412917,0.0159142130412917,0.0386511176481768,-0.019780322941145,-0.019780322941145,0.0311415061747525,0.07,0.0062275516448293,-0.0102764818373065,0.0274487146008329,0.0189270615905201,0.0643958149804673,-0.0604846599469911,0.0668166322927625,0.0320270370107393,0.0199322658656608,-0.0556771259523916,0.067,0.0248852635167254,0.0047576700265044,0.0668166322927625,-0.0189864814946303,0.0085527574208324,-0.0149082357717238,0.0433829535499726,0.0690113560008936,0.0143956282759666
BA,2040,0.0407080626406508,0.0407080626406508,0.0027337128546677,0.0155523565294481,0.0155523565294481,0.0388443395037922,-0.0197803229411451,-0.0197803229411451,-0.0349177056736048,0.0656990371647676,0.0030016341634889,-0.0102764818373065,0.0274487146008329,0.0189270615905201,0.0606141751846633,-0.0604846599469911,0.0627059987801565,0.0320270370107393,0.067,-0.0571245519997659,0.067,0.0248852635167254,0.0047576700265044,0.0627059987801565,-0.0189864814946303,0.0,-0.0156692659893632,0.0433829535499727,0.0657489627428763,0.0136703462415492
BA,2045,0.0379546349983573,0.0379546349983573,0.0027337128546677,0.0004144561551368,0.0004144561551368,0.0407284909728464,-0.0197803229411451,-0.0197803229411451,0.0332287915375823,0.0493786613633517,0.0062275516448293,-0.0102764818373065,0.0274487146008329,0.0189270615905201,0.0462644156127981,-0.0604846599469911,0.046185432926396,0.0320270370107392,-0.0515039325632647,-0.0556771259523916,0.0050009724553804,0.0248852635167254,0.0047576700265044,0.046185432926396,-0.0189864814946303,-0.0098936512494397,-0.0146853163159365,0.0433829535499726,0.0482747128599342,0.0134370157513684
BA,2050,0.0363228365570693,0.0363228365570693,0.0027337128546677,0.0004144561551368,0.0004144561551368,0.0448761294246565,-0.0197803229411451,-0.0197803229411451,0.0350209799096382,0.0395719974740123,0.0062275516448293,-0.0102764818373064,0.0274487146008329,0.0189270615905201,0.0376418648378395,-0.0604846599469911,0.0363946422786681,0.0320270370107393,-0.0515039325632647,-0.0556771259523916,0.0050009724553804,0.0248852635167254,0.0047576700265044,0.0363946422786681,-0.0189864814946303,0.0073675074365667,-0.0145639527956328,0.0433829535499726,0.0383638390216184,0.0124800185414439
BW,2025,0.0285447576491255,0.0285447576491255,0.06,0.0364085682368441,0.0364085682368441,0.07,0.06,0.06,-0.0354816621585716,0.0699999999999999,0.0236838858160226,0.0671896378040994,0.06,0.06,0.067,0.067,0.0669999999999999,-0.0483657270526233,0.067,0.0669999999999999,0.067,-0.0483657270526233,0.067,0.0669999999999999,-0.0483657270526233,0.07,0.0651094080485934,0.0123171364736883,0.0699999999999999,0.0415441085541328
BW,2030,-0.0387986915364839,-0.0387986915364839,-0.08,-0.0591035177780238,-0.0591035177780238,0.0243862079258075,-0.0535829082356215,-0.0535829082356215,-0.07,0.0079154582404577,-0.0447131870608623,0.0628913278744187,-0.08,-0.08,-0.050910628758883,-0.0115790238408576,-0.0402269390937899,-0.073,-0.0293079290967221,-0.0541061420153732,-0.0293079290967221,-0.073,-0.0253486761705023,-0.0402269390937899,-0.0472505816620932,-0.0133255273105698,-0.0315870648069612,0.0,-0.0372269390937899,-0.07
BW,2035,-0.0030100346896405,-0.0030100346896405,-0.08,-0.0144436755774404,-0.0144436755774404,0.0262097732402045,-0.08,-0.08,-0.07,-0.0699999999999999,0.0,-0.07,-0.08,-0.08,-0.073,-0.073,-0.0124716747469609,0.067,0.0186805740148252,-0.0634552763245869,0.0186805740148252,0.067,-0.0323805935496759,-0.0124716747469609,-0.0015,-0.0115569292961459,-0.0603995482918393,0.07,-0.0094716747469609,0.07
BW,2040,-0.0162265064625325,-0.0162265064625325,0.06,0.0067731702545451,0.0067731702545451,-0.0262097732402045,0.06,0.06,0.07,0.0359399101269865,0.0,0.07,0.06,0.06,0.0620317708393245,0.0159868094029053,-0.0187155101896797,-0.073,-0.0173625953064062,0.0574552763245869,-0.0173625953064062,-0.073,-0.0056716721661414,-0.0187155101896797,-0.0015,0.0176144062158538,0.0552602043552793,-0.0021504814176161,-0.0157155101896797,-0.07
BW,2045,-0.0479045757573273,-0.0479045757573273,-0.08,-0.0349993362815959,-0.0349993362815959,0.0262097732402045,-0.08,-0.08,-0.07,-0.0673968927010457,0.0,-0.0218303906651343,-0.08,-0.08,-0.0729972746685166,-0.073,-0.0714274545439639,0.067,-0.0585285088392594,-0.0684688362871243,-0.0585285088392595,0.067,-0.0704772335474628,-0.0714274545439639,-0.0015,-0.07,-0.0603995482918393,0.0596893306816758,-0.0684274545439639,0.07
BW,2050,0.01643797949497,0.01643797949497,0.06,0.0039905641990615,0.0039905641990615,0.0231672070559406,-0.0465366885562745,-0.0465366885562745,0.0641536578883337,-0.0699999999999999,0.0278538696900277,-0.07,0.06,0.06,-0.0551183657918412,-0.073,0.0346278769698204,-0.073,0.067,-0.0380377432037536,0.067,-0.073,-0.0015,0.0346278769698204,-0.0436461303099723,0.0506175045979005,-0.0220079837009649,-0.0152140012629938,0.0376278769698204,0.07
BR,2025,-0.073,-0.073,-0.08,-0.0568855196138264,-0.0568855196138264,-0.0676582468482914,-0.08,-0.08,-0.0125503211859223,0.0209049113009176,-0.07,-0.07,-0.08,-0.08,-0.073,-0.073,-0.073,-0.073,-0.0695904461289401,-0.0307154865865183,-0.073,-0.0438265918687872,-0.073,-0.073,-0.073,-0.0623858564260929,-0.0699999999999999,-0.0617736394055046,-0.069562975895751,-0.0262291763890596
BR,2030,0.0021932425595963,0.0021932425595963,0.0007448519016732,-0.0127469169808754,-0.0127469169808754,0.0109805086380826,-0.0082472634301842,-0.0082472634301842,0.0062618289838865,-0.0170905133641462,-0.0383236260945524,-0.020174916892484,-0.0128703162769928,0.0178144400148928,0.0139403125483263,-0.0100107688534019,-0.0054918970382754,0.0324713740484479,0.0190925942587552,0.0415433226160313,-0.073,-0.0066606742625402,-0.0059596680953116,-0.0054918970382754,0.0200060608993324,0.0139113076613176,-0.0013339843586279,-0.0202796283614953,0.0015586329508353,0.07
BR,2035,0.005430594010097,0.005430594010097,-0.000954559033769,-0.015317305793238,-0.015317305793238,-0.0012549823982083,-0.023954573190253,-0.023954573190253,-0.0423179743804863,-0.0170905133641462,-0.0257059811278232,-0.020174916892484,-0.0145468354157098,0.0160863292105879,-0.0019348785335272,-0.0100107688534019,0.0007093043129628,0.0320631693748179,0.0252417376308297,0.0333310644994374,-0.073,-0.0070534522566795,-0.0029572946546089,0.0007093043129628,0.0119029261750472,0.0099294741527311,-0.0075537238237792,-0.0206658548131158,0.007690832893823,0.07
BR,2040,0.0078001686583228,0.0078001686583228,0.0080864816700649,-0.0091389069030235,-0.0091389069030235,0.008699902846673,-0.0108999956802721,-0.0108999956802721,-0.0212755441992797,-0.0170905133641462,-0.0113013319748322,-0.020174916892484,-0.0056275814214111,0.0252800561642099,0.0112592276265658,-0.0100107688534019,0.0007631409416272,0.0445163215659082,0.0252969687808341,0.037142877559326,-0.073,0.004929076249991,-0.0029303275588951,0.0007631409416272,0.0246945049433116,0.018272912843417,-0.0001208149594213,-0.0088831950520599,0.0077449192392932,0.07
BR,2045,0.0020990049017106,0.0020990049017107,0.0057377576733627,-0.01490978574603,-0.01490978574603,-0.0034308777886235,-0.0138292364603496,-0.0138292364603496,-0.0121862707073538,-0.0170905133641462,-0.0121170436773599,-0.020174916892484,-0.0079446670949895,0.0228916666167606,0.008298678823568,-0.0100107688534019,-0.0028165332342533,0.0229663049567598,0.0215686999017064,0.0371120563538903,-0.073,-0.0158065322430211,-0.0047506876944753,-0.0028165332342533,0.012446413841876,0.019726337209769,-0.0015365949271896,-0.0292729333010122,0.0041229589525624,0.07
BR,2050,0.007945329972318,0.007945329972318,0.0037837930543155,-0.0123050038125567,-0.0123050038125567,0.0041330816246881,-0.0145540767232653,-0.0145540767232653,-0.0176205589518342,-0.0170905133641462,-0.0123188914356408,-0.020174916892484,-0.0098723109696336,0.0209047031937401,0.0075660913943152,-0.0100107688534019,0.0025400814344279,0.0376808202144426,0.0271484507316267,0.0353003967611156,-0.073,-0.0016481010417088,-0.0020263251802476,0.0025400814344279,0.0194391573177547,0.0170725837819224,-0.0018869295022943,-0.015350664933154,0.0095432087313179,0.07
VG,2025,-0.0638255190187766,-0.0638255190187766,-0.0386115287743262,-0.0602210718674188,-0.0602210718674188,-0.056485845752819,-0.0680261704790325,-0.0680261704790325,-0.0600698530172966,-0.0505549678823227,-0.0591898827521868,-0.0505549678823227,-0.0421420603135801,-0.0366594601029026,-0.0587311324079414,-0.0572905691806776,-0.0709042063586906,-0.0632817815169616,-0.073,-0.0624604456391335,-0.073,-0.0632817815169616,-0.0572905691806776,-0.0709042063586906,-0.0632817815169616,-0.0398213315961639,-0.0558894356954752,-0.0602817815169616,-0.0679042063586906,-0.0605538672572326
VG,2030,0.0119876020077351,0.0119876020077351,-0.0139781950963895,-0.0032384179020484,-0.0032384179020484,-0.0406415726543442,0.0325999610891545,0.0325999610891545,0.000141400182866,-0.0289569302782135,0.0216989004872734,-0.0289569302782135,-0.0234939045473496,-0.0041442614647777,4.057123837049575e-05,0.0038215154054705,-0.00345079667171,-0.0041187317206483,0.0032906691690196,0.0113682954907842,0.0032906691690197,-0.0041187317206482,0.0015987754602779,-0.00345079667171,0.0192406146842531,-0.0009312267400114,0.0035241309639361,-0.0011187317206482,-0.00045079667171,0.0002422905851421
VG,2035,-0.0035523940032759,-0.0035523940032759,-0.0122659105228621,-0.0052205902278761,-0.0052205902278761,-0.0306658186451224,0.0033595192812715,0.0033595192812715,-0.000523316449632,-0.07,0.0066037163581252,-0.07,-0.0217979786543439,-0.0024150711440351,-0.0151741217200721,-0.0313202403593642,-0.0032906200848135,-0.0046037148354961,0.0037108700717742,0.0018084625065613,0.0037108700717742,-0.0046037148354962,-0.0157634456566635,-0.0032906200848135,0.0043779022228876,0.0,-0.014016867367666,-0.0016037148354962,-0.0002906200848135,0.0002777477456373
VG,2040,0.0021446504478294,0.0021446504478293,-0.0258204551440016,-0.0029542966701943,-0.0029542966701943,-0.0339732906821496,0.000606934877863,0.000606934877863,-0.0002615850196769,0.0109404136705006,0.0048361480401859,0.0109404136705006,-0.0352230270057031,-0.0161034426468299,0.0033172645916427,0.0077736742741818,0.018419320383149,-0.0032676567693162,0.0264290959708839,0.0002444011233581,0.0264290959708839,-0.0032676567693162,0.0150645715112044,0.018419320383149,0.0036696390542733,0.0,0.0064682569530922,-0.0002676567693162,0.021419320383149,0.0002218537313601
VG,2045,-0.0081947751216067,-0.0081947751216067,-0.0131153947367426,-0.0053418319555392,-0.0053418319555392,-0.0299394397466806,0.0042516895448695,0.0042516895448695,0.0003189508083726,-0.07,0.0071402493265908,-0.07,-0.0226393471373009,-0.0032729424949634,-0.014716998870694,-0.0308741552275652,-0.0047670926489578,-0.0024408330111843,0.002160998775312,0.0015518535510162,0.002160998775312,-0.0024408330111842,-0.0163100138400598,-0.0047670926489578,0.0059054282668425,0.0,-0.0135868629374882,0.0005591669888156,-0.0017670926489578,-0.0004735508745148
VG,2050,-0.0143448585424164,-0.0143448585424164,-0.0211727035339016,-0.0123507094947142,-0.0123507094947142,-0.0302459938621974,0.0046878753063754,0.0046878753063754,-0.0003775621370843,0.0113302141041239,0.0070285527115467,0.0113302141041239,-0.030619678694511,-0.0114098028035156,0.0054800031844919,0.0100090447052497,-0.0241116927206783,-0.0022494103518617,-0.0180863688853155,0.0015526199528312,-0.0180863688853156,-0.0022494103518617,-0.0059225337429164,-0.0241116927206783,0.0062192324772568,0.0,0.0084752131821048,0.0007505896481382,-0.0211116927206783,-0.0014814187418804
BN,2025,-0.0286897259437843,-0.0286897259437843,-0.08,-0.0166477915683641,-0.0166477915683641,-0.0333442803648441,-0.0327808354533084,-0.0327808354533084,-0.07,-0.07,-0.0463904177266542,-0.07,-0.08,-0.08,-0.0475007621199512,-0.0714878166797507,0.0584186388483976,-0.073,0.067,-0.0105936118177694,0.067,-0.0429975544556873,-0.0714878166797507,0.0584186388483976,-0.073,0.0643821411153485,-0.0156644176118634,-0.07,0.0614186388483977,-0.07
